email,contains_win,contains_free,contains_offer,contains_click,is_weekend,is_unknown_sender,word_count,num_special_chars,num_digits,sent_time
no_spam,0,1,0,0,1,0,100,3,1,11
no_spam,1,0,0,0,0,0,13,2,0,4
no_spam,1,0,0,1,0,0,44,3,2,0
no_spam,0,0,0,0,1,0,55,3,0,17
no_spam,0,0,0,0,1,0,22,4,0,14
no_spam,0,0,0,0,0,0,10,1,0,7
no_spam,0,0,1,0,0,0,56,2,2,0
no_spam,0,1,0,0,0,0,8,4,4,11
no_spam,0,1,0,0,1,0,32,0,3,14
no_spam,1,1,0,0,0,1,40,1,1,6
no_spam,0,0,0,0,0,0,100,7,0,6
no_spam,0,1,0,0,0,1,10,10,5,7
no_spam,1,0,0,0,1,1,27,6,3,0
spam,1,1,1,0,1,1,5,5,0,6
no_spam,0,1,0,1,0,0,5,7,0,8
no_spam,1,1,0,0,0,1,74,0,2,11
no_spam,0,1,0,0,0,0,60,0,0,8
no_spam,0,1,0,0,1,0,21,2,2,7
no_spam,0,0,0,0,0,0,55,1,5,16
no_spam,0,0,0,0,1,0,56,4,0,11
spam,1,0,1,1,0,0,86,1,0,2
no_spam,0,0,0,0,0,0,32,2,0,20
spam,1,0,1,1,1,0,5,4,0,19
no_spam,0,0,0,0,0,0,75,9,3,14
spam,1,1,1,0,0,0,44,10,4,20
no_spam,0,0,0,1,0,0,29,0,0,5
no_spam,0,0,0,0,0,0,99,0,0,16
no_spam,0,0,0,0,0,0,100,8,2,19
no_spam,0,0,0,0,0,0,85,7,1,0
no_spam,1,1,0,0,0,0,30,2,2,23
no_spam,0,0,0,0,0,0,5,6,5,21
no_spam,0,0,0,1,0,0,8,6,3,16
no_spam,1,0,1,0,0,0,6,2,4,7
no_spam,1,1,0,0,0,0,87,3,0,4
spam,1,1,1,0,1,1,7,0,1,10
spam,1,0,1,1,1,0,11,0,4,7
spam,0,1,1,0,0,1,18,9,2,17
no_spam,0,0,0,0,0,0,81,5,4,0
no_spam,0,0,0,0,0,0,52,4,4,16
spam,1,0,1,0,1,1,21,0,0,0
no_spam,0,1,0,0,0,0,57,3,2,7
spam,1,1,1,1,1,0,43,8,1,14
spam,1,1,1,0,1,1,47,6,0,14
spam,1,1,1,1,1,0,73,1,1,5
no_spam,0,0,0,1,0,0,100,2,1,13
no_spam,0,0,0,1,1,0,35,6,4,8
spam,1,1,0,1,1,1,5,3,1,18
no_spam,0,0,0,0,0,0,22,4,5,3
no_spam,1,0,0,0,1,0,100,4,0,17
no_spam,0,0,0,0,1,0,48,5,5,19
spam,1,0,1,1,1,1,100,9,4,19
no_spam,1,0,0,1,0,0,100,0,0,23
no_spam,0,0,0,1,0,0,90,4,0,0
no_spam,0,0,0,0,0,1,89,9,2,20
no_spam,0,0,0,0,1,0,98,0,2,7
spam,1,1,1,1,0,1,70,4,2,16
no_spam,1,0,1,0,0,1,43,7,0,0
no_spam,0,1,0,0,0,0,76,5,1,21
spam,1,0,1,1,1,0,50,9,2,7
no_spam,0,0,0,0,0,1,75,2,4,8
no_spam,1,1,0,0,0,0,11,1,0,9
no_spam,0,0,1,0,0,0,36,3,4,14
no_spam,0,0,0,0,0,0,93,1,0,5
no_spam,1,0,0,0,0,0,27,3,4,23
spam,1,1,0,1,0,1,65,10,5,19
spam,1,1,1,1,1,1,12,8,0,11
spam,1,1,0,1,0,1,51,5,0,5
spam,1,1,1,1,1,1,78,0,5,0
no_spam,1,0,0,0,0,0,6,10,1,5
no_spam,0,0,0,0,0,0,100,4,2,7
spam,1,0,0,0,1,1,100,5,0,17
no_spam,0,0,0,1,0,0,69,8,2,17
no_spam,0,0,0,0,0,0,59,6,3,10
spam,0,1,1,1,0,0,100,10,3,17
spam,1,0,1,0,0,1,5,0,0,14
no_spam,0,0,0,0,0,0,57,0,3,15
no_spam,0,1,0,0,0,1,100,4,1,18
no_spam,0,1,1,1,1,1,20,7,2,22
no_spam,0,0,0,0,0,1,90,10,3,13
no_spam,0,0,0,0,0,0,16,10,5,3
no_spam,0,0,0,1,0,0,14,10,0,4
no_spam,0,0,1,1,0,0,77,4,2,22
no_spam,0,0,0,0,0,0,74,1,2,0
no_spam,0,1,0,0,0,0,27,10,3,6
no_spam,0,1,0,1,0,0,5,2,0,3
no_spam,0,0,0,1,0,0,79,1,3,15
spam,1,1,1,1,1,1,5,4,3,10
no_spam,0,0,0,0,0,0,61,9,0,10
no_spam,0,0,1,0,0,0,63,3,3,13
no_spam,0,0,0,0,1,0,56,1,1,0
spam,1,0,1,1,1,0,90,0,2,8
no_spam,0,0,0,0,1,0,99,3,1,0
no_spam,0,0,0,0,0,0,87,7,2,20
no_spam,0,0,1,0,0,0,5,4,0,4
no_spam,0,1,1,1,0,0,34,4,3,0
no_spam,1,0,0,0,0,0,5,2,4,13
no_spam,0,0,0,1,0,1,31,4,1,23
no_spam,0,1,0,1,0,0,73,10,0,7
no_spam,0,0,0,1,1,0,49,7,3,1
spam,0,0,0,1,1,1,75,6,5,17
no_spam,0,0,0,0,0,0,55,4,0,23
no_spam,0,1,1,0,0,0,5,10,3,20
spam,1,0,1,0,0,0,100,3,3,0
no_spam,0,1,0,0,0,0,88,2,1,4
no_spam,0,0,0,1,0,1,56,8,4,4
no_spam,0,0,1,0,0,0,88,1,0,0
no_spam,0,0,0,0,0,0,100,8,2,15
spam,0,1,1,1,0,1,5,4,0,23
spam,1,0,0,0,1,1,27,4,2,1
no_spam,0,0,0,0,0,0,89,10,0,17
no_spam,0,0,0,0,1,0,15,9,0,5
no_spam,0,0,0,1,0,0,37,3,2,4
no_spam,0,1,1,0,0,0,62,0,3,3
no_spam,0,0,1,0,0,0,89,10,2,2
no_spam,0,1,0,0,0,0,28,3,5,0
no_spam,1,0,1,1,0,0,79,4,0,19
no_spam,0,0,0,0,1,1,46,3,4,23
no_spam,0,1,0,1,0,1,19,2,3,16
spam,1,1,1,1,1,1,35,5,2,16
no_spam,0,0,0,0,0,0,75,8,1,2
no_spam,0,0,0,0,0,0,97,8,2,12
no_spam,0,0,0,0,0,1,91,7,5,23
no_spam,1,0,0,0,0,0,55,9,2,16
no_spam,1,0,0,0,1,0,62,2,0,4
no_spam,0,0,0,0,0,1,19,1,0,23
spam,1,0,1,1,0,1,32,4,1,8
no_spam,0,0,1,0,1,0,25,4,4,0
no_spam,0,0,1,0,0,1,12,0,4,12
no_spam,0,0,1,0,0,0,100,4,1,23
no_spam,0,0,0,0,0,1,65,5,1,12
spam,0,0,0,0,1,1,36,3,4,23
no_spam,0,0,0,0,0,0,12,0,2,17
no_spam,0,0,0,0,0,0,94,10,1,15
no_spam,0,0,0,0,0,0,71,5,1,23
no_spam,0,1,0,0,0,0,81,8,1,0
no_spam,0,0,0,0,0,0,54,3,2,12
no_spam,0,0,0,0,0,0,37,8,0,10
no_spam,0,0,1,0,0,0,11,9,0,0
no_spam,1,0,0,0,0,0,71,0,0,0
no_spam,0,0,0,1,1,0,49,10,1,13
no_spam,1,0,0,1,0,0,5,0,5,14
no_spam,0,0,0,0,0,0,54,0,5,22
no_spam,0,0,0,0,1,0,95,3,1,15
no_spam,0,1,0,0,0,0,79,9,3,14
no_spam,1,0,0,0,1,0,76,10,4,12
spam,0,1,0,1,0,1,87,2,1,22
no_spam,0,0,0,0,0,0,72,1,0,2
no_spam,0,0,0,0,0,0,48,7,0,23
no_spam,0,1,0,0,0,1,79,10,2,13
no_spam,1,0,0,0,1,0,57,9,1,8
no_spam,1,0,0,0,0,0,32,0,2,18
no_spam,1,0,0,1,1,0,69,5,2,5
spam,0,1,0,1,0,1,51,5,2,15
no_spam,1,0,0,0,0,0,85,9,5,11
no_spam,0,0,0,0,0,0,8,7,4,5
no_spam,0,0,0,0,0,0,5,0,0,6
no_spam,0,0,0,0,0,1,26,8,0,13
no_spam,0,0,0,0,0,0,45,10,5,20
spam,0,0,1,0,0,1,84,10,0,13
no_spam,1,1,0,0,1,1,68,1,0,23
spam,1,0,0,1,0,0,43,4,2,10
spam,1,1,0,0,1,0,45,0,0,18
no_spam,1,1,0,0,1,0,95,10,0,17
no_spam,0,0,0,0,0,1,15,0,0,23
no_spam,0,0,0,0,0,1,5,9,1,4
no_spam,1,0,0,1,0,0,14,2,0,0
no_spam,0,0,0,0,1,0,26,1,2,2
no_spam,0,0,0,0,0,0,86,9,4,2
no_spam,0,0,0,0,0,0,95,8,2,19
no_spam,0,1,0,0,0,0,11,3,0,10
spam,1,1,1,1,1,1,30,3,2,2
no_spam,0,0,0,0,0,0,97,7,0,9
spam,1,1,1,1,1,1,22,0,5,22
no_spam,0,0,0,0,0,0,5,0,2,0
no_spam,0,0,0,0,0,0,85,10,1,6
no_spam,1,0,0,0,1,0,41,6,1,6
no_spam,0,1,0,0,0,0,71,0,1,17
spam,0,0,1,1,1,1,92,8,0,19
no_spam,0,0,0,0,0,1,12,3,0,2
spam,0,1,1,1,1,1,100,2,1,21
no_spam,1,1,0,0,0,1,15,3,5,11
no_spam,0,0,0,0,0,0,35,1,2,14
spam,0,0,0,1,1,0,25,4,3,15
spam,1,1,0,1,1,1,52,5,0,10
spam,1,1,0,0,0,0,52,7,1,10
no_spam,0,0,0,0,0,0,48,6,0,19
no_spam,1,1,0,0,0,0,81,0,1,19
spam,0,1,1,1,1,1,100,2,0,0
no_spam,0,0,0,0,1,0,100,2,5,23
spam,0,1,1,1,1,0,19,3,1,9
spam,1,1,1,0,1,1,35,10,1,5
no_spam,0,0,0,0,0,0,78,7,0,21
spam,1,0,1,1,1,1,46,0,1,12
spam,1,0,1,1,0,1,36,7,3,23
no_spam,0,0,0,1,0,0,65,6,0,9
spam,1,1,1,1,1,0,84,3,3,23
no_spam,0,0,0,1,0,0,79,0,5,17
spam,0,1,1,1,1,0,5,7,3,14
no_spam,0,0,0,1,0,0,87,6,2,16
spam,1,0,1,1,1,0,94,2,1,16
no_spam,0,0,0,0,0,1,7,4,1,0
no_spam,0,0,0,0,1,1,58,4,1,0
spam,1,1,1,1,0,1,5,6,0,8
no_spam,0,0,0,0,0,1,58,7,0,6
no_spam,1,1,0,0,1,0,38,1,5,0
spam,1,1,1,1,1,0,67,7,2,0
spam,1,1,1,1,0,0,52,3,0,3
no_spam,0,0,0,0,0,0,46,10,0,23
no_spam,0,0,0,0,0,0,12,6,0,19
no_spam,1,0,0,0,0,0,84,2,1,0
no_spam,0,0,0,0,0,0,68,0,3,11
no_spam,0,0,1,0,0,1,36,3,2,16
no_spam,1,0,1,0,0,0,20,6,3,0
spam,1,1,1,1,1,1,12,10,3,0
spam,0,1,0,1,1,0,26,4,5,15
spam,1,0,0,0,1,1,44,5,2,11
no_spam,0,0,1,0,0,0,5,4,5,6
no_spam,0,0,0,0,0,1,54,4,2,21
no_spam,0,0,1,0,1,1,87,3,3,11
no_spam,0,0,0,0,0,0,16,0,2,21
no_spam,0,0,0,0,0,0,34,4,2,1
spam,0,1,1,0,1,0,63,0,3,0
no_spam,0,0,0,0,0,0,30,9,2,0
no_spam,0,0,0,0,0,0,99,0,4,17
no_spam,0,0,0,1,0,0,89,10,2,4
spam,0,1,1,1,1,1,77,0,2,17
no_spam,0,0,0,0,0,0,74,3,3,5
no_spam,0,0,0,1,0,0,30,0,0,19
no_spam,0,1,0,1,0,0,17,0,5,5
no_spam,0,0,1,0,0,0,70,0,5,10
no_spam,0,0,0,0,0,0,53,7,2,1
spam,1,0,1,0,1,1,11,6,0,5
no_spam,0,0,0,1,0,0,29,3,0,9
no_spam,0,0,0,0,1,0,64,0,0,20
no_spam,0,0,0,1,0,0,48,2,0,7
spam,0,1,1,1,1,1,26,6,0,8
no_spam,0,1,1,0,0,1,86,2,0,13
no_spam,1,0,1,0,0,1,63,0,0,5
spam,1,1,1,1,1,1,23,0,5,15
spam,1,0,0,1,0,1,14,2,3,5
spam,0,0,1,1,1,1,5,4,0,17
spam,1,0,1,0,0,0,10,10,0,3
no_spam,1,0,0,1,0,0,22,6,0,20
no_spam,1,0,0,0,0,0,100,10,1,8
spam,1,1,1,0,1,0,61,0,0,18
no_spam,1,1,1,0,0,0,43,1,1,7
no_spam,0,0,1,0,0,1,91,4,0,17
spam,1,1,0,1,1,0,19,6,3,18
no_spam,0,0,0,1,0,1,88,0,5,1
no_spam,0,1,0,0,0,0,42,7,2,4
no_spam,0,0,0,0,0,0,87,5,0,23
no_spam,1,0,0,0,1,0,22,10,4,23
no_spam,0,1,1,0,1,0,86,0,1,7
no_spam,1,0,0,0,1,0,100,4,1,4
no_spam,0,0,0,0,0,0,16,6,2,23
no_spam,1,1,0,0,0,1,41,8,4,13
no_spam,0,1,0,1,0,0,47,6,0,10
no_spam,0,0,0,0,0,0,70,6,4,12
spam,1,1,1,0,0,1,54,3,0,15
no_spam,0,0,0,0,0,1,5,0,0,5
no_spam,0,0,0,1,0,1,5,6,3,5
spam,1,1,1,1,1,1,72,5,5,1
no_spam,1,0,0,0,0,0,5,2,1,17
spam,1,1,0,0,1,1,27,4,4,7
no_spam,0,0,0,0,0,0,100,3,5,23
spam,1,1,1,1,1,1,24,9,3,11
no_spam,0,1,1,1,0,0,66,10,5,15
spam,1,1,1,0,1,1,58,0,0,11
no_spam,0,0,0,0,1,1,33,0,1,5
spam,1,0,1,1,0,1,39,2,5,0
no_spam,1,0,0,0,1,0,25,6,4,6
no_spam,0,0,0,1,0,0,23,5,0,16
spam,1,1,1,1,0,1,62,2,1,13
no_spam,0,1,0,0,1,0,49,5,4,13
no_spam,0,0,0,1,0,0,43,10,2,1
no_spam,0,1,0,0,0,0,5,8,2,18
no_spam,0,1,1,0,0,0,30,2,0,4
no_spam,0,1,0,0,0,0,31,0,3,4
no_spam,1,1,0,0,0,0,56,2,0,12
spam,0,1,0,0,1,1,29,10,3,20
no_spam,1,1,0,0,0,1,100,5,5,23
no_spam,0,1,0,0,1,0,27,10,2,16
spam,1,0,0,1,0,1,98,6,0,11
spam,1,1,1,1,1,1,36,7,4,0
no_spam,1,0,0,0,1,0,44,3,4,15
no_spam,0,0,0,0,0,0,34,6,4,11
no_spam,0,0,0,0,0,0,24,6,0,13
no_spam,0,0,1,0,1,0,56,3,4,0
no_spam,0,0,0,0,0,1,40,3,0,18
no_spam,1,0,0,0,0,0,47,4,0,0
no_spam,0,1,0,0,0,0,47,6,2,23
no_spam,0,0,0,0,0,0,69,0,1,15
spam,1,1,0,0,1,0,23,0,3,1
spam,1,1,1,0,1,1,78,3,1,22
no_spam,0,0,0,0,0,0,70,0,2,11
no_spam,0,0,0,0,0,1,5,10,4,0
no_spam,0,0,0,0,1,0,73,10,1,21
spam,0,1,1,1,1,0,87,3,0,3
no_spam,0,0,0,0,1,0,100,2,4,20
no_spam,0,1,0,1,0,0,11,6,5,3
spam,0,0,1,1,1,1,42,6,1,16
spam,0,1,1,0,0,0,16,0,0,18
spam,0,0,0,0,0,1,86,4,3,20
no_spam,1,0,0,0,1,0,59,2,0,6
no_spam,0,0,1,0,0,1,58,9,0,6
no_spam,0,0,1,0,0,1,100,0,2,15
spam,1,0,1,0,1,1,14,0,0,5
spam,1,1,1,0,1,1,70,1,1,11
no_spam,0,0,0,0,0,0,36,4,0,0
no_spam,0,1,0,0,1,1,88,1,0,3
no_spam,1,0,1,1,1,0,35,9,2,11
spam,1,1,1,0,1,0,62,3,4,0
spam,0,1,1,1,1,1,92,6,5,22
no_spam,0,1,1,0,0,1,5,0,2,0
no_spam,0,0,0,0,0,0,45,6,2,17
no_spam,1,0,0,0,0,0,100,1,0,2
spam,1,1,0,1,0,1,35,0,1,19
spam,1,1,0,1,1,0,58,0,0,22
spam,1,1,1,0,0,1,5,0,5,12
no_spam,0,1,0,0,0,0,100,4,0,23
no_spam,0,1,0,0,0,0,78,4,3,9
no_spam,0,0,1,0,0,0,59,4,1,8
no_spam,1,0,0,1,0,0,39,9,3,6
spam,1,1,1,1,1,0,21,4,1,7
spam,0,0,0,0,0,1,23,9,5,13
spam,1,0,1,0,0,1,5,5,3,2
spam,1,1,1,1,1,1,100,6,3,12
no_spam,0,0,0,0,0,0,100,0,3,13
spam,0,1,1,0,1,1,47,4,0,7
spam,0,0,0,1,1,0,5,2,4,0
spam,0,0,1,0,1,1,65,0,0,13
no_spam,0,0,0,1,0,0,22,4,0,21
no_spam,0,0,0,0,0,0,73,0,4,11
no_spam,0,0,0,0,0,0,37,7,2,14
spam,0,0,0,1,1,1,100,10,5,20
no_spam,0,0,0,1,0,1,33,2,2,10
no_spam,0,0,0,0,0,0,100,9,0,23
no_spam,0,0,0,0,0,0,45,1,0,14
no_spam,0,1,0,0,0,0,100,9,1,23
no_spam,0,0,0,0,1,0,5,4,3,12
no_spam,1,0,1,0,0,0,41,9,0,8
no_spam,0,0,0,0,0,0,61,2,0,2
no_spam,0,0,0,0,0,0,61,0,1,23
spam,1,1,1,1,1,1,52,0,3,7
no_spam,0,0,0,1,1,0,6,3,2,23
spam,1,0,0,1,1,0,42,9,0,13
no_spam,0,0,1,0,0,0,59,0,2,15
no_spam,0,0,1,0,0,0,47,0,2,6
spam,0,0,1,1,1,1,54,7,0,14
no_spam,0,0,0,0,1,1,39,5,1,21
no_spam,0,0,0,1,0,0,5,0,1,5
no_spam,1,0,1,0,0,0,43,8,2,10
spam,1,1,1,0,0,0,5,5,5,23
no_spam,0,0,0,0,0,0,11,3,3,0
no_spam,0,0,0,1,1,0,100,4,3,10
no_spam,0,0,0,0,1,0,5,3,2,14
no_spam,1,0,0,0,0,0,35,8,1,5
no_spam,0,0,0,0,1,1,59,5,5,10
no_spam,0,0,0,0,0,0,5,6,1,0
no_spam,1,0,0,0,0,0,48,2,2,14
no_spam,0,0,1,1,0,0,8,4,1,23
