user_id,checkout_date,item_id
d9982e11-2013-42a2-bcf3-8c1797448847,2017-12-21,14
d9982e11-2013-42a2-bcf3-8c1797448847,2017-12-21,21
d9982e11-2013-42a2-bcf3-8c1797448847,2017-12-21,18
d9982e11-2013-42a2-bcf3-8c1797448847,2017-12-21,26
ea5cb081-19ef-4818-9f1c-c2b141f16d5f,2017-12-21,24
3ede358f-8061-4445-b661-78960b012a8d,2017-12-21,16
3ede358f-8061-4445-b661-78960b012a8d,2017-12-21,13
3ede358f-8061-4445-b661-78960b012a8d,2017-12-21,5
3ede358f-8061-4445-b661-78960b012a8d,2017-12-21,1
a5367f25-049b-43bf-ad1e-67ea7878ccf5,2017-12-21,25
a5367f25-049b-43bf-ad1e-67ea7878ccf5,2017-12-21,6
a5367f25-049b-43bf-ad1e-67ea7878ccf5,2017-12-21,20
a5367f25-049b-43bf-ad1e-67ea7878ccf5,2017-12-21,22
a5367f25-049b-43bf-ad1e-67ea7878ccf5,2017-12-21,5
b93dff71-e78f-44e9-a786-f9d83dc75b76,2017-12-21,23
b93dff71-e78f-44e9-a786-f9d83dc75b76,2017-12-21,25
7abd2ede-dfa0-4ea6-a31e-56b80f1888e8,2017-12-21,12
7abd2ede-dfa0-4ea6-a31e-56b80f1888e8,2017-12-21,9
7abd2ede-dfa0-4ea6-a31e-56b80f1888e8,2017-12-21,19
c4ee7582-5d8b-4220-83c1-66e9e27ed980,2017-12-21,25
c4ee7582-5d8b-4220-83c1-66e9e27ed980,2017-12-21,27
c4ee7582-5d8b-4220-83c1-66e9e27ed980,2017-12-21,12
c4ee7582-5d8b-4220-83c1-66e9e27ed980,2017-12-21,10
c4ee7582-5d8b-4220-83c1-66e9e27ed980,2017-12-21,5
ed79651d-9585-4538-ba78-93bf594bcf3a,2017-12-21,0
192211c8-1ceb-4bf4-8188-77645976e233,2017-12-21,7
192211c8-1ceb-4bf4-8188-77645976e233,2017-12-21,23
cc922780-ffa6-4223-a885-f1cd117bea61,2017-12-21,24
3a679296-584f-49b1-83b7-76f68af98912,2017-12-21,5
3a679296-584f-49b1-83b7-76f68af98912,2017-12-21,27
3a679296-584f-49b1-83b7-76f68af98912,2017-12-21,31
3a679296-584f-49b1-83b7-76f68af98912,2017-12-21,20
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,2017-12-21,27
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,2017-12-21,9
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,2017-12-21,19
d1d13a8f-eed8-4dcd-bfdc-d2d3ae2e81c6,2017-12-21,5
6a8165af-c155-4e19-8b77-df74e0ccffd5,2017-12-21,28
708a69be-0632-498c-a893-3f6fe86d7c38,2017-12-22,6
708a69be-0632-498c-a893-3f6fe86d7c38,2017-12-22,3
c9ba034a-522c-45ed-a56d-dd8e7189ae60,2017-12-22,24
c9ba034a-522c-45ed-a56d-dd8e7189ae60,2017-12-22,31
c9ba034a-522c-45ed-a56d-dd8e7189ae60,2017-12-22,21
c9ba034a-522c-45ed-a56d-dd8e7189ae60,2017-12-22,16
8a08c034-e723-4f60-9581-dbc2e74ae1da,2017-12-22,26
8a08c034-e723-4f60-9581-dbc2e74ae1da,2017-12-22,32
8a08c034-e723-4f60-9581-dbc2e74ae1da,2017-12-22,1
8a08c034-e723-4f60-9581-dbc2e74ae1da,2017-12-22,4
d66fdc88-1924-4f4d-acd4-f3e3642302f4,2017-12-22,1
d66fdc88-1924-4f4d-acd4-f3e3642302f4,2017-12-22,7
d66fdc88-1924-4f4d-acd4-f3e3642302f4,2017-12-22,8
d66fdc88-1924-4f4d-acd4-f3e3642302f4,2017-12-22,21
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,2017-12-22,11
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,2017-12-22,14
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,2017-12-22,6
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,2017-12-22,18
2bcb01f9-0a25-4dc8-9a98-d74f5eb0b70e,2017-12-22,23
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,2017-12-22,21
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,2017-12-22,15
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,2017-12-22,14
38469eed-4870-4ba1-ab06-6ea5ee1ef14d,2017-12-22,30
28822d74-9328-409e-99f3-2ae07214420e,2017-12-22,24
28822d74-9328-409e-99f3-2ae07214420e,2017-12-22,3
28822d74-9328-409e-99f3-2ae07214420e,2017-12-22,32
c8b88c83-f55f-485b-9a06-238a9ce1f611,2017-12-22,17
5a1abde1-e8c3-4ab6-b5e4-18eda6828f36,2017-12-22,14
5a1abde1-e8c3-4ab6-b5e4-18eda6828f36,2017-12-22,27
3358b1e9-3ce5-41e6-bddf-8356a5179321,2017-12-22,9
3358b1e9-3ce5-41e6-bddf-8356a5179321,2017-12-22,21
6df5a67d-2beb-49aa-8952-3d3bfe14ff3c,2017-12-22,8
6df5a67d-2beb-49aa-8952-3d3bfe14ff3c,2017-12-22,22
6df5a67d-2beb-49aa-8952-3d3bfe14ff3c,2017-12-22,31
7150dc6d-50c9-417c-ac74-6aa1d8685df0,2017-12-22,13
7150dc6d-50c9-417c-ac74-6aa1d8685df0,2017-12-22,29
7150dc6d-50c9-417c-ac74-6aa1d8685df0,2017-12-22,25
7150dc6d-50c9-417c-ac74-6aa1d8685df0,2017-12-22,23
7150dc6d-50c9-417c-ac74-6aa1d8685df0,2017-12-22,24
4b867eca-2778-4fc1-ac8f-53f20c14658d,2017-12-22,25
4b867eca-2778-4fc1-ac8f-53f20c14658d,2017-12-22,28
4b867eca-2778-4fc1-ac8f-53f20c14658d,2017-12-22,16
4b867eca-2778-4fc1-ac8f-53f20c14658d,2017-12-22,30
4b867eca-2778-4fc1-ac8f-53f20c14658d,2017-12-22,8
65c39068-30e1-4840-a285-32fb5ef7aa4b,2017-12-22,30
65c39068-30e1-4840-a285-32fb5ef7aa4b,2017-12-22,14
65c39068-30e1-4840-a285-32fb5ef7aa4b,2017-12-22,20
f4c2639b-2f59-49dd-9830-8d1d183d0565,2017-12-22,4
f4c2639b-2f59-49dd-9830-8d1d183d0565,2017-12-22,31
f4c2639b-2f59-49dd-9830-8d1d183d0565,2017-12-22,12
0eab0814-aaa0-431a-afd2-020fbc92523e,2017-12-22,15
0eab0814-aaa0-431a-afd2-020fbc92523e,2017-12-22,11
0eab0814-aaa0-431a-afd2-020fbc92523e,2017-12-22,3
8d635bc3-e846-482c-93e1-61717766583d,2017-12-22,29
8d635bc3-e846-482c-93e1-61717766583d,2017-12-22,6
229f8df8-e5ac-49ec-8a8d-193fb7983894,2017-12-22,12
f2a415f9-0f82-43ad-8d57-365f4cb6f29f,2017-12-22,22
f2a415f9-0f82-43ad-8d57-365f4cb6f29f,2017-12-22,5
16d560ec-c0c4-4dd4-9f0f-1e5867d01a78,2017-12-22,8
16d560ec-c0c4-4dd4-9f0f-1e5867d01a78,2017-12-22,25
16d560ec-c0c4-4dd4-9f0f-1e5867d01a78,2017-12-22,32
104e7e28-33e8-405a-a36f-ad8b55d76179,2017-12-22,14
104e7e28-33e8-405a-a36f-ad8b55d76179,2017-12-22,17
104e7e28-33e8-405a-a36f-ad8b55d76179,2017-12-22,1
104e7e28-33e8-405a-a36f-ad8b55d76179,2017-12-22,28
715c90a2-00f9-4337-98fe-43eb8964f717,2017-12-22,1
715c90a2-00f9-4337-98fe-43eb8964f717,2017-12-22,2
715c90a2-00f9-4337-98fe-43eb8964f717,2017-12-22,26
715c90a2-00f9-4337-98fe-43eb8964f717,2017-12-22,5
32ee55e7-d538-4d4c-8dff-8700c0401edc,2017-12-22,10
32ee55e7-d538-4d4c-8dff-8700c0401edc,2017-12-22,1
32ee55e7-d538-4d4c-8dff-8700c0401edc,2017-12-22,32
32ee55e7-d538-4d4c-8dff-8700c0401edc,2017-12-22,23
33e58354-4de9-4087-8780-e711c6c018c1,2017-12-22,32
33e58354-4de9-4087-8780-e711c6c018c1,2017-12-22,11
33e58354-4de9-4087-8780-e711c6c018c1,2017-12-22,0
33e58354-4de9-4087-8780-e711c6c018c1,2017-12-22,3
33e58354-4de9-4087-8780-e711c6c018c1,2017-12-22,23
0ba49086-4172-4e45-8eb5-12d4bbb06f24,2017-12-22,6
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,2017-12-22,7
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,2017-12-22,17
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,2017-12-22,11
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,2017-12-22,27
99ef7fa8-ae55-4c03-b640-5ebb4485ca49,2017-12-22,28
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,2017-12-22,21
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,2017-12-22,32
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,2017-12-22,8
e7d0a403-d0d4-4a50-8155-90b3c5d177d6,2017-12-22,24
6c8f52c3-72ce-42ff-a42e-d34508c350b6,2017-12-22,1
6c8f52c3-72ce-42ff-a42e-d34508c350b6,2017-12-22,2
6c8f52c3-72ce-42ff-a42e-d34508c350b6,2017-12-22,8
32784279-5c4f-4e90-930f-649c72f28338,2017-12-22,0
32784279-5c4f-4e90-930f-649c72f28338,2017-12-22,11
32784279-5c4f-4e90-930f-649c72f28338,2017-12-22,9
64c120b2-4d0b-442e-9d37-e28a7c7000b5,2017-12-22,3
64c120b2-4d0b-442e-9d37-e28a7c7000b5,2017-12-22,16
64c120b2-4d0b-442e-9d37-e28a7c7000b5,2017-12-22,0
64c120b2-4d0b-442e-9d37-e28a7c7000b5,2017-12-22,18
51061596-76a9-4517-85f7-b4c72f0be593,2017-12-22,32
dbaf08d9-7a7f-4c24-874e-5d6a419593ca,2017-12-22,19
159a5497-b14b-4344-8168-68d5db20db50,2017-12-22,32
159a5497-b14b-4344-8168-68d5db20db50,2017-12-22,9
159a5497-b14b-4344-8168-68d5db20db50,2017-12-22,8
159a5497-b14b-4344-8168-68d5db20db50,2017-12-22,27
159a5497-b14b-4344-8168-68d5db20db50,2017-12-22,30
4cefc91e-7d6d-442b-90b1-4b1d572184fe,2017-12-22,8
4cefc91e-7d6d-442b-90b1-4b1d572184fe,2017-12-22,21
4cefc91e-7d6d-442b-90b1-4b1d572184fe,2017-12-22,24
4cefc91e-7d6d-442b-90b1-4b1d572184fe,2017-12-22,30
27154da4-248d-47dd-ab44-4d9967bde956,2017-12-22,25
27154da4-248d-47dd-ab44-4d9967bde956,2017-12-22,12
27154da4-248d-47dd-ab44-4d9967bde956,2017-12-22,16
4b6050bc-ea4c-4ec7-af1b-ae22a7e90649,2017-12-22,13
4b6050bc-ea4c-4ec7-af1b-ae22a7e90649,2017-12-22,7
4b6050bc-ea4c-4ec7-af1b-ae22a7e90649,2017-12-22,12
4e29252d-becc-4202-86d5-978aeecda971,2017-12-22,14
4e29252d-becc-4202-86d5-978aeecda971,2017-12-22,17
d32d5c86-04b4-40ce-be1c-2816c4e84ae1,2017-12-22,8
d32d5c86-04b4-40ce-be1c-2816c4e84ae1,2017-12-22,13
517daa0d-6b71-4993-b44e-3d04b8f15381,2017-12-22,30
517daa0d-6b71-4993-b44e-3d04b8f15381,2017-12-22,0
517daa0d-6b71-4993-b44e-3d04b8f15381,2017-12-22,32
517daa0d-6b71-4993-b44e-3d04b8f15381,2017-12-22,16
0e7b5435-ee4e-4f15-bc15-0b8cf6f78df1,2017-12-22,11
e6cbafdc-ab93-4e36-87a2-b273f45b0b19,2017-12-22,26
e6cbafdc-ab93-4e36-87a2-b273f45b0b19,2017-12-22,5
e6cbafdc-ab93-4e36-87a2-b273f45b0b19,2017-12-22,17
a5140f99-2cae-489d-ac98-9220aea569d4,2017-12-22,7
a5140f99-2cae-489d-ac98-9220aea569d4,2017-12-22,20
a5140f99-2cae-489d-ac98-9220aea569d4,2017-12-22,31
a5140f99-2cae-489d-ac98-9220aea569d4,2017-12-22,13
02f76ebe-7125-4196-9df2-1c90969d7c70,2017-12-22,25
02f76ebe-7125-4196-9df2-1c90969d7c70,2017-12-22,23
02f76ebe-7125-4196-9df2-1c90969d7c70,2017-12-22,12
02f76ebe-7125-4196-9df2-1c90969d7c70,2017-12-22,13
02f76ebe-7125-4196-9df2-1c90969d7c70,2017-12-22,18
8f7c5e67-a715-4cc6-8123-1f5d26feff27,2017-12-22,16
f5befa4b-7add-4416-9985-b37da3f6f8f9,2017-12-22,31
f5befa4b-7add-4416-9985-b37da3f6f8f9,2017-12-22,11
f5befa4b-7add-4416-9985-b37da3f6f8f9,2017-12-22,10
ec8b53f5-1be8-42b0-b054-8f20296948bb,2017-12-22,6
ec8b53f5-1be8-42b0-b054-8f20296948bb,2017-12-22,29
ec8b53f5-1be8-42b0-b054-8f20296948bb,2017-12-22,21
ec8b53f5-1be8-42b0-b054-8f20296948bb,2017-12-22,25
ec8b53f5-1be8-42b0-b054-8f20296948bb,2017-12-22,18
d48cbf46-0f68-4c53-9bfd-dc13d28be7d3,2017-12-22,10
d48cbf46-0f68-4c53-9bfd-dc13d28be7d3,2017-12-22,24
25f1639e-7189-4077-ade3-3258e4b1dacd,2017-12-22,22
25f1639e-7189-4077-ade3-3258e4b1dacd,2017-12-22,17
25f1639e-7189-4077-ade3-3258e4b1dacd,2017-12-22,7
25f1639e-7189-4077-ade3-3258e4b1dacd,2017-12-22,31
25f1639e-7189-4077-ade3-3258e4b1dacd,2017-12-22,30
20ca85fb-2b3a-4bfa-b442-d293a505c7cb,2017-12-22,23
20ca85fb-2b3a-4bfa-b442-d293a505c7cb,2017-12-22,24
dbe95436-f380-42a1-a5da-acbb92e43bbc,2017-12-22,12
dbe95436-f380-42a1-a5da-acbb92e43bbc,2017-12-22,21
1cbcf1d8-34d2-4bce-8c5f-acc7faa701a1,2017-12-22,19
1cbcf1d8-34d2-4bce-8c5f-acc7faa701a1,2017-12-22,11
1cbcf1d8-34d2-4bce-8c5f-acc7faa701a1,2017-12-22,12
dbb68108-f910-43c0-9df4-6834b2f27cb8,2017-12-22,8
dbb68108-f910-43c0-9df4-6834b2f27cb8,2017-12-22,30
dbb68108-f910-43c0-9df4-6834b2f27cb8,2017-12-22,15
8be715ca-2d7d-4b14-934f-a5b398861f66,2017-12-22,21
8be715ca-2d7d-4b14-934f-a5b398861f66,2017-12-22,28
8be715ca-2d7d-4b14-934f-a5b398861f66,2017-12-22,30
8be715ca-2d7d-4b14-934f-a5b398861f66,2017-12-22,0
1d6419a7-dc3c-4eee-8c66-683d88796026,2017-12-22,16
1d6419a7-dc3c-4eee-8c66-683d88796026,2017-12-22,6
1d6419a7-dc3c-4eee-8c66-683d88796026,2017-12-22,7
1d6419a7-dc3c-4eee-8c66-683d88796026,2017-12-22,31
1d6419a7-dc3c-4eee-8c66-683d88796026,2017-12-22,11
f14f75d7-638a-41a7-bfb6-452ff57309e2,2017-12-22,12
f14f75d7-638a-41a7-bfb6-452ff57309e2,2017-12-22,19
9bf60521-8e04-4dc7-84cd-e6b1cf1b50b6,2017-12-22,26
fd851b4a-f691-4db0-a767-c64cdb0adac9,2017-12-22,8
fd851b4a-f691-4db0-a767-c64cdb0adac9,2017-12-22,14
667dc6a9-ec78-4da3-9205-6eda97241cf0,2017-12-22,24
667dc6a9-ec78-4da3-9205-6eda97241cf0,2017-12-22,2
667dc6a9-ec78-4da3-9205-6eda97241cf0,2017-12-22,14
8076b846-4b67-4cbb-adc2-248c34239a61,2017-12-22,6
8076b846-4b67-4cbb-adc2-248c34239a61,2017-12-22,0
fe2f8178-a202-424b-b006-e159a71cbd80,2017-12-22,29
fe2f8178-a202-424b-b006-e159a71cbd80,2017-12-22,4
fe2f8178-a202-424b-b006-e159a71cbd80,2017-12-22,20
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,2017-12-22,10
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,2017-12-22,28
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,2017-12-22,22
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,2017-12-22,11
581a4dae-b2bd-4270-bc15-46e7eb83fa0a,2017-12-22,29
43d155c3-8ae7-433c-95b3-763036b45746,2017-12-22,22
43d155c3-8ae7-433c-95b3-763036b45746,2017-12-22,5
43d155c3-8ae7-433c-95b3-763036b45746,2017-12-22,15
43d155c3-8ae7-433c-95b3-763036b45746,2017-12-22,21
46f9d5d0-e30e-4f57-98e0-26433a26532d,2017-12-23,6
46f9d5d0-e30e-4f57-98e0-26433a26532d,2017-12-23,31
46f9d5d0-e30e-4f57-98e0-26433a26532d,2017-12-23,20
46f9d5d0-e30e-4f57-98e0-26433a26532d,2017-12-23,14
3ffab2eb-1c11-4515-8f44-fffff771e143,2017-12-23,5
3ffab2eb-1c11-4515-8f44-fffff771e143,2017-12-23,31
3ffab2eb-1c11-4515-8f44-fffff771e143,2017-12-23,32
3ffab2eb-1c11-4515-8f44-fffff771e143,2017-12-23,11
3ffab2eb-1c11-4515-8f44-fffff771e143,2017-12-23,26
a9e9aeda-ea5c-4cf4-a175-e4d143d5c04b,2017-12-23,7
a9e9aeda-ea5c-4cf4-a175-e4d143d5c04b,2017-12-23,25
ae501401-23b7-4e43-8a0b-67683c31a6d9,2017-12-23,26
ae501401-23b7-4e43-8a0b-67683c31a6d9,2017-12-23,24
ae501401-23b7-4e43-8a0b-67683c31a6d9,2017-12-23,5
ae501401-23b7-4e43-8a0b-67683c31a6d9,2017-12-23,18
639f3d4a-b260-4c29-a8a1-aed4ea5699ec,2017-12-23,19
e0afb9fd-9d5b-4010-8d67-03677086e0dd,2017-12-23,23
e0afb9fd-9d5b-4010-8d67-03677086e0dd,2017-12-23,5
2d6429fa-ba40-4a28-b22a-60dc9525afa8,2017-12-23,17
9f518146-363c-4a56-9a6e-49198fd50dc7,2017-12-23,1
03b5896d-1256-4d38-86cd-26fd7e0460ce,2017-12-23,11
03b5896d-1256-4d38-86cd-26fd7e0460ce,2017-12-23,26
03b5896d-1256-4d38-86cd-26fd7e0460ce,2017-12-23,27
10d6737a-96f9-4c12-9224-727843963b1e,2017-12-23,30
10d6737a-96f9-4c12-9224-727843963b1e,2017-12-23,4
f7f81f98-16b2-4173-8a12-233885a384b8,2017-12-23,17
faf11340-2dc2-4e4d-849f-0888f093a143,2017-12-23,5
faf11340-2dc2-4e4d-849f-0888f093a143,2017-12-23,32
faf11340-2dc2-4e4d-849f-0888f093a143,2017-12-23,6
d2754cf4-3149-40b2-ae6b-58b1557f9cf1,2017-12-23,28
