user_id,browse_date,item_id
bb246075-ce55-44df-aedd-32a15be914a6,2017-12-20,9
bb246075-ce55-44df-aedd-32a15be914a6,2017-12-20,4
bb246075-ce55-44df-aedd-32a15be914a6,2017-12-20,14
98e28ac7-83ae-4570-bdc8-c5f2a95820a3,2017-12-20,6
98e28ac7-83ae-4570-bdc8-c5f2a95820a3,2017-12-20,1
98e28ac7-83ae-4570-bdc8-c5f2a95820a3,2017-12-20,24
c7de0c37-4809-4944-bebb-e1ab7a13747b,2017-12-20,20
c7de0c37-4809-4944-bebb-e1ab7a13747b,2017-12-20,18
25de1600-fe5e-438c-99ea-924a5a95e47c,2017-12-20,19
25de1600-fe5e-438c-99ea-924a5a95e47c,2017-12-20,28
c763fbb2-5a6b-4654-adcf-4ed9f44b23ba,2017-12-20,16
c763fbb2-5a6b-4654-adcf-4ed9f44b23ba,2017-12-20,5
c763fbb2-5a6b-4654-adcf-4ed9f44b23ba,2017-12-20,10
1403c63d-dced-46d7-9713-a76e7ac4f170,2017-12-20,2
1403c63d-dced-46d7-9713-a76e7ac4f170,2017-12-20,3
1403c63d-dced-46d7-9713-a76e7ac4f170,2017-12-20,6
1403c63d-dced-46d7-9713-a76e7ac4f170,2017-12-20,10
1403c63d-dced-46d7-9713-a76e7ac4f170,2017-12-20,1
aa037e22-b288-4f49-ad4e-f3d59e0c6a42,2017-12-20,25
aa037e22-b288-4f49-ad4e-f3d59e0c6a42,2017-12-20,6
aa037e22-b288-4f49-ad4e-f3d59e0c6a42,2017-12-20,24
aa037e22-b288-4f49-ad4e-f3d59e0c6a42,2017-12-20,1
aa037e22-b288-4f49-ad4e-f3d59e0c6a42,2017-12-20,27
0f0d45a2-ce6d-40f7-8a15-49173e6d3581,2017-12-20,27
0f0d45a2-ce6d-40f7-8a15-49173e6d3581,2017-12-20,17
76e55938-9b2e-4bc4-8679-68f7680413fc,2017-12-20,25
76e55938-9b2e-4bc4-8679-68f7680413fc,2017-12-20,23
593695ca-9d87-4f5e-b789-1ebb5d142dc5,2017-12-20,22
593695ca-9d87-4f5e-b789-1ebb5d142dc5,2017-12-20,25
425c999d-3a12-4ba7-8d52-10fb1cc6f45a,2017-12-20,13
68513651-9fe6-4c89-8143-b57c12de9788,2017-12-20,16
1a930884-4823-4a9f-99c4-3f86154c46ed,2017-12-20,5
1a930884-4823-4a9f-99c4-3f86154c46ed,2017-12-20,2
1a930884-4823-4a9f-99c4-3f86154c46ed,2017-12-20,25
3d4a29c9-c381-4545-bf80-ab7094fcbacc,2017-12-20,14
3d4a29c9-c381-4545-bf80-ab7094fcbacc,2017-12-20,18
3d4a29c9-c381-4545-bf80-ab7094fcbacc,2017-12-20,0
8f548ad4-9171-4e21-82d2-f0dd8c469440,2017-12-20,1
8f548ad4-9171-4e21-82d2-f0dd8c469440,2017-12-20,18
8f548ad4-9171-4e21-82d2-f0dd8c469440,2017-12-20,16
8f548ad4-9171-4e21-82d2-f0dd8c469440,2017-12-20,28
8f548ad4-9171-4e21-82d2-f0dd8c469440,2017-12-20,20
a15109b8-8a5e-4fe5-8d53-aecc47461385,2017-12-20,1
a15109b8-8a5e-4fe5-8d53-aecc47461385,2017-12-20,19
9445f2e0-14a2-4d68-aedb-c3efaf96a046,2017-12-20,3
382b9e9d-32aa-4861-a1eb-8adcf80749f2,2017-12-20,9
210bebaf-b41c-4bbc-9140-d69805e00236,2017-12-20,16
210bebaf-b41c-4bbc-9140-d69805e00236,2017-12-20,32
210bebaf-b41c-4bbc-9140-d69805e00236,2017-12-20,13
175ca7ed-f9ef-4299-b7b5-3da5efc702a8,2017-12-20,4
175ca7ed-f9ef-4299-b7b5-3da5efc702a8,2017-12-20,18
175ca7ed-f9ef-4299-b7b5-3da5efc702a8,2017-12-20,17
175ca7ed-f9ef-4299-b7b5-3da5efc702a8,2017-12-20,19
175ca7ed-f9ef-4299-b7b5-3da5efc702a8,2017-12-20,23
4de87455-6b05-44b7-a7fd-fb24643743fd,2017-12-20,26
4de87455-6b05-44b7-a7fd-fb24643743fd,2017-12-20,16
c3967fc8-547f-45bf-8125-1cc36f0f241a,2017-12-20,24
c3967fc8-547f-45bf-8125-1cc36f0f241a,2017-12-20,9
c3967fc8-547f-45bf-8125-1cc36f0f241a,2017-12-20,7
c3967fc8-547f-45bf-8125-1cc36f0f241a,2017-12-20,28
941a0c29-e9a6-45fe-bf8d-72bb72a78009,2017-12-20,19
941a0c29-e9a6-45fe-bf8d-72bb72a78009,2017-12-20,21
941a0c29-e9a6-45fe-bf8d-72bb72a78009,2017-12-20,14
941a0c29-e9a6-45fe-bf8d-72bb72a78009,2017-12-20,23
17ec81d5-287d-41ea-9dcb-217d3af3b8f8,2017-12-20,10
a1400256-994c-411e-ad44-904dadab7585,2017-12-20,28
a1400256-994c-411e-ad44-904dadab7585,2017-12-20,29
a1400256-994c-411e-ad44-904dadab7585,2017-12-20,22
a1400256-994c-411e-ad44-904dadab7585,2017-12-20,32
a1400256-994c-411e-ad44-904dadab7585,2017-12-20,5
022c0ce1-7432-40f5-8e79-e70acb004709,2017-12-20,5
022c0ce1-7432-40f5-8e79-e70acb004709,2017-12-20,25
022c0ce1-7432-40f5-8e79-e70acb004709,2017-12-20,10
659eea07-b1fd-4be2-ae41-c2f5db957b88,2017-12-20,20
0b96faed-9ed7-449d-a67f-2077d6255066,2017-12-20,12
0b96faed-9ed7-449d-a67f-2077d6255066,2017-12-20,6
b29b3db2-12d7-45b5-ab10-54691adefea7,2017-12-20,22
b29b3db2-12d7-45b5-ab10-54691adefea7,2017-12-20,31
aebb990e-6035-45ce-9c61-a463623eabcd,2017-12-20,30
aebb990e-6035-45ce-9c61-a463623eabcd,2017-12-20,14
1c86ea97-773e-41bb-a700-fb4752c43f03,2017-12-20,12
1c86ea97-773e-41bb-a700-fb4752c43f03,2017-12-20,1
1a3f3992-6df1-4422-ae80-cd433d86a6bd,2017-12-20,27
1a3f3992-6df1-4422-ae80-cd433d86a6bd,2017-12-20,11
1a3f3992-6df1-4422-ae80-cd433d86a6bd,2017-12-20,21
8342ef3a-23e1-4793-ab5c-d6a476550ee9,2017-12-20,21
8342ef3a-23e1-4793-ab5c-d6a476550ee9,2017-12-20,27
8342ef3a-23e1-4793-ab5c-d6a476550ee9,2017-12-20,15
8342ef3a-23e1-4793-ab5c-d6a476550ee9,2017-12-20,3
8342ef3a-23e1-4793-ab5c-d6a476550ee9,2017-12-20,10
3125209d-6d6f-47ac-924d-d41816be7732,2017-12-20,1
c13cee61-e9af-4cc6-badc-bcedbdd9f6d4,2017-12-20,3
c13cee61-e9af-4cc6-badc-bcedbdd9f6d4,2017-12-20,14
ca8516f7-6970-4d29-b32d-2928248ecd44,2017-12-20,0
ca8516f7-6970-4d29-b32d-2928248ecd44,2017-12-20,1
ca8516f7-6970-4d29-b32d-2928248ecd44,2017-12-20,2
9e749aed-8223-4572-8bb7-e8df654eac16,2017-12-20,22
3cc320ca-6888-464f-bd15-ec81c6353e79,2017-12-20,21
901e99df-61f3-47f7-991d-ba537bb61a6b,2017-12-20,19
901e99df-61f3-47f7-991d-ba537bb61a6b,2017-12-20,31
901e99df-61f3-47f7-991d-ba537bb61a6b,2017-12-20,12
901e99df-61f3-47f7-991d-ba537bb61a6b,2017-12-20,20
22caafda-265e-4f24-9d6b-cc091dc42ef8,2017-12-20,0
22caafda-265e-4f24-9d6b-cc091dc42ef8,2017-12-20,17
22caafda-265e-4f24-9d6b-cc091dc42ef8,2017-12-20,15
b0877f95-4112-40b6-b6c9-c306570ffdf7,2017-12-20,12
4f6c4688-f771-4132-b557-802b1d343bf1,2017-12-20,21
4f6c4688-f771-4132-b557-802b1d343bf1,2017-12-20,10
4f6c4688-f771-4132-b557-802b1d343bf1,2017-12-20,14
4f6c4688-f771-4132-b557-802b1d343bf1,2017-12-20,19
07e5c357-4319-4028-9595-2281231f745c,2017-12-20,8
07e5c357-4319-4028-9595-2281231f745c,2017-12-20,3
07e5c357-4319-4028-9595-2281231f745c,2017-12-20,4
07e5c357-4319-4028-9595-2281231f745c,2017-12-20,21
07e5c357-4319-4028-9595-2281231f745c,2017-12-20,15
34ff48c8-3c41-4b7a-bed2-c4d522577968,2017-12-20,25
34ff48c8-3c41-4b7a-bed2-c4d522577968,2017-12-20,3
34ff48c8-3c41-4b7a-bed2-c4d522577968,2017-12-20,16
9ed60f3d-7e18-49a0-a493-0dd9448bf5c0,2017-12-20,20
9ed60f3d-7e18-49a0-a493-0dd9448bf5c0,2017-12-20,30
9ed60f3d-7e18-49a0-a493-0dd9448bf5c0,2017-12-20,13
9ed60f3d-7e18-49a0-a493-0dd9448bf5c0,2017-12-20,3
5f8c0b7d-03a6-4bf1-8817-c15d1863551f,2017-12-20,14
5f8c0b7d-03a6-4bf1-8817-c15d1863551f,2017-12-20,22
f986dc01-4bda-4989-ae96-1177545edfb8,2017-12-20,19
f986dc01-4bda-4989-ae96-1177545edfb8,2017-12-20,1
1603fe85-dd88-499c-bb04-37a23e209c9c,2017-12-20,31
1603fe85-dd88-499c-bb04-37a23e209c9c,2017-12-20,15
1603fe85-dd88-499c-bb04-37a23e209c9c,2017-12-20,17
14b7cef4-6a58-40c2-af70-76ae19b4f308,2017-12-20,16
1765912d-633a-4817-9064-8609f0fe1f1c,2017-12-20,11
6171f4ec-c902-413d-8489-a663f654d5db,2017-12-20,18
0c1c2e1d-1a29-48ce-b595-47fbfc35ffbd,2017-12-20,10
b083e439-1650-43c7-91b3-15e2fbd2c1f5,2017-12-20,5
b083e439-1650-43c7-91b3-15e2fbd2c1f5,2017-12-20,24
3f28469b-e5bb-4397-b7f8-791e336676aa,2017-12-20,29
3f28469b-e5bb-4397-b7f8-791e336676aa,2017-12-20,19
59fef3b4-70d8-456a-8e42-c4e84174db66,2017-12-20,28
59fef3b4-70d8-456a-8e42-c4e84174db66,2017-12-20,29
59fef3b4-70d8-456a-8e42-c4e84174db66,2017-12-20,3
59fef3b4-70d8-456a-8e42-c4e84174db66,2017-12-20,20
59fef3b4-70d8-456a-8e42-c4e84174db66,2017-12-20,7
83c0c8dc-6e56-4cf8-b79c-e201d131995f,2017-12-20,28
83c0c8dc-6e56-4cf8-b79c-e201d131995f,2017-12-20,32
83c0c8dc-6e56-4cf8-b79c-e201d131995f,2017-12-20,26
83c0c8dc-6e56-4cf8-b79c-e201d131995f,2017-12-20,24
c7de8ec5-7dc7-42cc-b821-e6cf8a26ef07,2017-12-20,1
c7de8ec5-7dc7-42cc-b821-e6cf8a26ef07,2017-12-20,20
c7de8ec5-7dc7-42cc-b821-e6cf8a26ef07,2017-12-20,0
696e44d1-5d7f-4675-bb2b-e928c830305e,2017-12-20,13
696e44d1-5d7f-4675-bb2b-e928c830305e,2017-12-20,4
65c9a96f-74d0-459c-b92e-1aa7697d036f,2017-12-20,27
93391278-1f39-4a67-abcd-c691461bd215,2017-12-20,27
93391278-1f39-4a67-abcd-c691461bd215,2017-12-20,18
efad1517-b070-472d-bb52-0cd59c9755c8,2017-12-20,8
efad1517-b070-472d-bb52-0cd59c9755c8,2017-12-20,24
efad1517-b070-472d-bb52-0cd59c9755c8,2017-12-20,29
efad1517-b070-472d-bb52-0cd59c9755c8,2017-12-20,25
2613ecba-d597-4f20-9d01-1915a75e4cf8,2017-12-20,23
2613ecba-d597-4f20-9d01-1915a75e4cf8,2017-12-20,10
2613ecba-d597-4f20-9d01-1915a75e4cf8,2017-12-20,16
2613ecba-d597-4f20-9d01-1915a75e4cf8,2017-12-20,13
6b7f4b45-7d40-449b-81df-f3bc38b5c40e,2017-12-20,20
6b7f4b45-7d40-449b-81df-f3bc38b5c40e,2017-12-20,8
6b7f4b45-7d40-449b-81df-f3bc38b5c40e,2017-12-20,0
6b7f4b45-7d40-449b-81df-f3bc38b5c40e,2017-12-20,22
19fdcd1a-4a01-4beb-92b1-5c066ebefa6e,2017-12-20,0
19fdcd1a-4a01-4beb-92b1-5c066ebefa6e,2017-12-20,13
19fdcd1a-4a01-4beb-92b1-5c066ebefa6e,2017-12-20,5
19fdcd1a-4a01-4beb-92b1-5c066ebefa6e,2017-12-20,12
af547456-ab5f-43b4-94e3-c4f1aac6cdf4,2017-12-20,23
af547456-ab5f-43b4-94e3-c4f1aac6cdf4,2017-12-20,26
af547456-ab5f-43b4-94e3-c4f1aac6cdf4,2017-12-20,6
af547456-ab5f-43b4-94e3-c4f1aac6cdf4,2017-12-20,1
54cce6b3-67d7-4d3f-8c0a-bf66c624f6d8,2017-12-20,20
54cce6b3-67d7-4d3f-8c0a-bf66c624f6d8,2017-12-20,13
54cce6b3-67d7-4d3f-8c0a-bf66c624f6d8,2017-12-20,14
54cce6b3-67d7-4d3f-8c0a-bf66c624f6d8,2017-12-20,30
5492d281-c3e1-4f85-bc27-16bd7f4b8d32,2017-12-20,28
5492d281-c3e1-4f85-bc27-16bd7f4b8d32,2017-12-20,7
797a6cab-a931-4115-9c0c-cf7fe2fd1dfa,2017-12-20,26
a6d55f19-a5a8-419b-97b4-fc4807054ebc,2017-12-20,18
a6d55f19-a5a8-419b-97b4-fc4807054ebc,2017-12-20,4
a6d55f19-a5a8-419b-97b4-fc4807054ebc,2017-12-20,16
a6d55f19-a5a8-419b-97b4-fc4807054ebc,2017-12-20,32
29c25e29-074c-4525-ba4a-8c1b616e7e31,2017-12-20,23
29c25e29-074c-4525-ba4a-8c1b616e7e31,2017-12-20,17
29c25e29-074c-4525-ba4a-8c1b616e7e31,2017-12-20,3
29c25e29-074c-4525-ba4a-8c1b616e7e31,2017-12-20,25
3fd91ae8-124c-44a5-8bfc-5a832bed8bee,2017-12-20,25
3fd91ae8-124c-44a5-8bfc-5a832bed8bee,2017-12-20,29
3fd91ae8-124c-44a5-8bfc-5a832bed8bee,2017-12-20,5
3fd91ae8-124c-44a5-8bfc-5a832bed8bee,2017-12-20,6
b3e52306-b140-4ddf-be5d-a0d3072e07e1,2017-12-20,4
b3e52306-b140-4ddf-be5d-a0d3072e07e1,2017-12-20,28
d6d6055a-004b-4a0e-bc99-da9184a3156d,2017-12-20,12
d6d6055a-004b-4a0e-bc99-da9184a3156d,2017-12-20,19
ea0da4c6-ea9a-4364-996d-6bd7c07e47c3,2017-12-20,25
ea0da4c6-ea9a-4364-996d-6bd7c07e47c3,2017-12-20,3
ea0da4c6-ea9a-4364-996d-6bd7c07e47c3,2017-12-20,7
ea0da4c6-ea9a-4364-996d-6bd7c07e47c3,2017-12-20,9
0086369c-f3f8-462e-b2ec-d3f0cf877a00,2017-12-20,3
0086369c-f3f8-462e-b2ec-d3f0cf877a00,2017-12-20,17
147600fb-43b6-4eea-825d-b8b52ed287d8,2017-12-20,26
6ecf692c-5b65-487e-9cdf-8c6fb602faf0,2017-12-20,12
d31492bf-b281-4ac3-8bb8-e372884e65d6,2017-12-20,29
d31492bf-b281-4ac3-8bb8-e372884e65d6,2017-12-20,0
d31492bf-b281-4ac3-8bb8-e372884e65d6,2017-12-20,14
d31492bf-b281-4ac3-8bb8-e372884e65d6,2017-12-20,12
9ecc924b-8249-4ecd-a741-aeea691d75ea,2017-12-20,8
9ecc924b-8249-4ecd-a741-aeea691d75ea,2017-12-20,10
9ecc924b-8249-4ecd-a741-aeea691d75ea,2017-12-20,11
9ecc924b-8249-4ecd-a741-aeea691d75ea,2017-12-20,0
9ecc924b-8249-4ecd-a741-aeea691d75ea,2017-12-20,20
8f00ad28-c8d7-4f5d-8f43-528e5e95a2f5,2017-12-20,29
2d750d82-fd55-488f-a2f7-6fcc54ed666d,2017-12-20,26
eb01678d-401a-4297-9c6c-8b1b5287942e,2017-12-20,17
eb01678d-401a-4297-9c6c-8b1b5287942e,2017-12-20,18
eb01678d-401a-4297-9c6c-8b1b5287942e,2017-12-20,32
eb01678d-401a-4297-9c6c-8b1b5287942e,2017-12-20,25
eb01678d-401a-4297-9c6c-8b1b5287942e,2017-12-20,9
de12c862-75b6-4bef-bdff-684bab6e3f5d,2017-12-21,2
de12c862-75b6-4bef-bdff-684bab6e3f5d,2017-12-21,0
0e2dabb4-0985-42d0-bc0e-17f2bc779077,2017-12-21,5
0e2dabb4-0985-42d0-bc0e-17f2bc779077,2017-12-21,16
0e2dabb4-0985-42d0-bc0e-17f2bc779077,2017-12-21,8
0e2dabb4-0985-42d0-bc0e-17f2bc779077,2017-12-21,7
e5cc68dc-5c33-47d5-8c7d-e24adaa61b6a,2017-12-21,3
e5cc68dc-5c33-47d5-8c7d-e24adaa61b6a,2017-12-21,14
e5cc68dc-5c33-47d5-8c7d-e24adaa61b6a,2017-12-21,22
e5cc68dc-5c33-47d5-8c7d-e24adaa61b6a,2017-12-21,24
6cd159af-5e3d-48e1-a6da-875d4a0c7ec7,2017-12-21,29
6cd159af-5e3d-48e1-a6da-875d4a0c7ec7,2017-12-21,11
6cd159af-5e3d-48e1-a6da-875d4a0c7ec7,2017-12-21,2
6cd159af-5e3d-48e1-a6da-875d4a0c7ec7,2017-12-21,0
6cd159af-5e3d-48e1-a6da-875d4a0c7ec7,2017-12-21,25
9d8d2721-820c-4ff1-a96a-fb3c65e9587b,2017-12-21,21
7a880f81-00c8-49ad-83c6-3491b665046b,2017-12-21,25
62ee2a55-50fa-4edd-9944-9271c3368a34,2017-12-21,26
62ee2a55-50fa-4edd-9944-9271c3368a34,2017-12-21,4
62ee2a55-50fa-4edd-9944-9271c3368a34,2017-12-21,1
62ee2a55-50fa-4edd-9944-9271c3368a34,2017-12-21,9
51614d4e-4f1f-4d26-90bd-b27540b06fc8,2017-12-21,27
eaf363fc-889a-44d3-b046-782405ec37c7,2017-12-21,6
eaf363fc-889a-44d3-b046-782405ec37c7,2017-12-21,26
eaf363fc-889a-44d3-b046-782405ec37c7,2017-12-21,22
eaf363fc-889a-44d3-b046-782405ec37c7,2017-12-21,24
f6530e99-ace3-430b-b3c9-89b8abde700a,2017-12-21,4
f6530e99-ace3-430b-b3c9-89b8abde700a,2017-12-21,12
f445b7db-fdbf-4ab4-b6a2-ee6b47b02f79,2017-12-21,12
f445b7db-fdbf-4ab4-b6a2-ee6b47b02f79,2017-12-21,26
f445b7db-fdbf-4ab4-b6a2-ee6b47b02f79,2017-12-21,27
f445b7db-fdbf-4ab4-b6a2-ee6b47b02f79,2017-12-21,31
f445b7db-fdbf-4ab4-b6a2-ee6b47b02f79,2017-12-21,21
23b5244a-e2e5-4559-91f6-e04372d52723,2017-12-21,9
f7608e0e-f1b1-4a44-bf7a-1421a5dfbc0c,2017-12-21,13
f7608e0e-f1b1-4a44-bf7a-1421a5dfbc0c,2017-12-21,6
f7608e0e-f1b1-4a44-bf7a-1421a5dfbc0c,2017-12-21,5
f7608e0e-f1b1-4a44-bf7a-1421a5dfbc0c,2017-12-21,19
f7608e0e-f1b1-4a44-bf7a-1421a5dfbc0c,2017-12-21,28
ef591a51-0b40-4a62-bb69-ae5bda94a06c,2017-12-21,4
ef591a51-0b40-4a62-bb69-ae5bda94a06c,2017-12-21,26
ef591a51-0b40-4a62-bb69-ae5bda94a06c,2017-12-21,30
ef591a51-0b40-4a62-bb69-ae5bda94a06c,2017-12-21,2
ef591a51-0b40-4a62-bb69-ae5bda94a06c,2017-12-21,27
1fe02ce7-c174-45df-8eaa-52952f3c2f31,2017-12-21,16
1fe02ce7-c174-45df-8eaa-52952f3c2f31,2017-12-21,27
1fe02ce7-c174-45df-8eaa-52952f3c2f31,2017-12-21,12
ce8d924a-e7c8-493b-a652-6e76966c3389,2017-12-21,4
ce8d924a-e7c8-493b-a652-6e76966c3389,2017-12-21,20
b35f1e50-4ddc-4d93-921c-89180988c223,2017-12-21,28
b35f1e50-4ddc-4d93-921c-89180988c223,2017-12-21,10
b35f1e50-4ddc-4d93-921c-89180988c223,2017-12-21,14
b35f1e50-4ddc-4d93-921c-89180988c223,2017-12-21,4
b35f1e50-4ddc-4d93-921c-89180988c223,2017-12-21,6
412e5c99-57f3-4db9-b0e8-3155ef4b62c2,2017-12-21,13
412e5c99-57f3-4db9-b0e8-3155ef4b62c2,2017-12-21,19
412e5c99-57f3-4db9-b0e8-3155ef4b62c2,2017-12-21,32
412e5c99-57f3-4db9-b0e8-3155ef4b62c2,2017-12-21,2
ce2eb6ae-27eb-48ca-8efe-b10fd6b55db8,2017-12-21,10
ce2eb6ae-27eb-48ca-8efe-b10fd6b55db8,2017-12-21,4
ce2eb6ae-27eb-48ca-8efe-b10fd6b55db8,2017-12-21,9
ce2eb6ae-27eb-48ca-8efe-b10fd6b55db8,2017-12-21,25
eac9b28c-05b3-417c-83c8-c28bbc9d8987,2017-12-21,28
da0c8bd1-d2c3-4788-93b8-676640eba551,2017-12-21,17
da0c8bd1-d2c3-4788-93b8-676640eba551,2017-12-21,24
da0c8bd1-d2c3-4788-93b8-676640eba551,2017-12-21,27
da0c8bd1-d2c3-4788-93b8-676640eba551,2017-12-21,7
aa04f2b2-6f0e-4e7c-8283-f0e8fd0692cb,2017-12-21,10
aa04f2b2-6f0e-4e7c-8283-f0e8fd0692cb,2017-12-21,2
aa04f2b2-6f0e-4e7c-8283-f0e8fd0692cb,2017-12-21,31
aa04f2b2-6f0e-4e7c-8283-f0e8fd0692cb,2017-12-21,22
cd25aa8a-fcea-46aa-965e-b7aeecd85bc6,2017-12-21,16
cd25aa8a-fcea-46aa-965e-b7aeecd85bc6,2017-12-21,17
cd25aa8a-fcea-46aa-965e-b7aeecd85bc6,2017-12-21,0
d531fa06-0b6b-4843-babf-5b9946b6acb4,2017-12-21,8
d531fa06-0b6b-4843-babf-5b9946b6acb4,2017-12-21,31
bdb04e31-5f13-49e7-974f-71b8ec0efefe,2017-12-21,29
bdb04e31-5f13-49e7-974f-71b8ec0efefe,2017-12-21,13
7f5b6e78-7462-42c4-8e46-224a4c3c645b,2017-12-21,19
ce792b67-173f-4c73-a581-a16866a2bf63,2017-12-21,15
ce792b67-173f-4c73-a581-a16866a2bf63,2017-12-21,4
ce792b67-173f-4c73-a581-a16866a2bf63,2017-12-21,23
ce792b67-173f-4c73-a581-a16866a2bf63,2017-12-21,20
ce792b67-173f-4c73-a581-a16866a2bf63,2017-12-21,30
0ae74a0e-a91c-4db9-8ee2-8d945fa93cde,2017-12-21,19
0ae74a0e-a91c-4db9-8ee2-8d945fa93cde,2017-12-21,2
0ae74a0e-a91c-4db9-8ee2-8d945fa93cde,2017-12-21,15
0ae74a0e-a91c-4db9-8ee2-8d945fa93cde,2017-12-21,28
0ae74a0e-a91c-4db9-8ee2-8d945fa93cde,2017-12-21,11
92d1e7c3-2fef-4168-8cdb-e19c13c0a7e4,2017-12-21,3
92d1e7c3-2fef-4168-8cdb-e19c13c0a7e4,2017-12-21,29
e04f0e2b-1539-429c-9b17-7f02e4a314e9,2017-12-21,8
e04f0e2b-1539-429c-9b17-7f02e4a314e9,2017-12-21,13
e04f0e2b-1539-429c-9b17-7f02e4a314e9,2017-12-21,6
e04f0e2b-1539-429c-9b17-7f02e4a314e9,2017-12-21,17
a0810d35-193a-48ae-be58-78119d527a50,2017-12-21,11
a0810d35-193a-48ae-be58-78119d527a50,2017-12-21,14
a0810d35-193a-48ae-be58-78119d527a50,2017-12-21,22
9e9059fe-8851-42fc-ad10-fc16a7cbce70,2017-12-21,30
6178d4ec-46e4-4c02-868c-ecb9adeead79,2017-12-21,11
6178d4ec-46e4-4c02-868c-ecb9adeead79,2017-12-21,19
6178d4ec-46e4-4c02-868c-ecb9adeead79,2017-12-21,23
