item_id,year/month,year,month,costs,Discount,net_sales,revenue ,sales_quantity
33236,Oct-07,2007,10,7000,392.69,12697.35,13090.04,7
37580,Feb-10,2010,2,7000,410.64,13277.26,13687.9,7
10791,Feb-11,2011,2,7000,416.8,13476.49,13893.28,7
21506,Oct-11,2011,10,7000,416.8,13476.49,13893.28,7
22719,Mar-08,2008,3,8000,455.53,14728.89,15184.43,8
25403,May-07,2007,5,10000,560.99,18139.07,18700.06,10
48690,Sep-07,2007,9,10000,560.99,18139.07,18700.06,10
20381,Jun-09,2009,6,10000,577.96,18687.23,19265.18,10
18125,Aug-07,2007,8,11000,617.1,19952.96,20570.06,11
34622,Jul-10,2010,7,11000,645.28,20864.27,21509.56,11
10977,Jul-08,2008,7,12000,683.31,22093.33,22776.64,12
34287,Sep-10,2010,9,12000,703.95,22761.02,23464.97,12
30739,Sep-11,2011,9,13000,774.05,25027.76,25801.81,13
23258,Jul-07,2007,7,14000,785.4,25394.68,26180.08,14
31485,Apr-10,2010,4,15000,879.94,28451.28,29331.21,15
32642,Jul-11,2011,7,15000,893.13,28878.18,29771.32,15
29025,May-08,2008,5,16000,911.07,29457.78,30368.85,16
29307,Jul-09,2009,7,16000,924.72,29899.57,30824.29,16
42049,Aug-08,2008,8,17000,968.01,31298.89,32266.91,17
41018,May-11,2011,5,17000,1012.22,32728.61,33740.83,17
27266,Apr-07,2007,4,19000,1065.9,34464.21,35530.11,19
24476,Apr-09,2009,4,21000,1213.71,39243.18,40456.89,21
24988,Apr-08,2008,4,23000,1309.66,42345.57,43655.23,23
25723,Jun-07,2007,6,27000,1514.7,48975.45,50490.15,27
33070,May-10,2010,5,30000,1759.86,56902.56,58662.43,30
45836,May-09,2009,5,31000,1791.65,57930.42,59722.07,31
32356,Jun-08,2008,6,32000,1822.14,58915.57,60737.71,32
29094,Jun-10,2010,6,33000,1935.88,62592.79,64528.67,33
30510,Jun-11,2011,6,35000,2083.99,67382.41,69466.41,35
43287,Jan-07,2007,1,950,54.45,1760.55,1815,1
10086,Nov-07,2007,11,950,54.45,1760.55,1815,1
40416,Feb-08,2008,2,950,55.26,1786.97,1842.23,1
37225,Mar-08,2008,3,950,55.26,1786.97,1842.23,1
20134,Sep-08,2008,9,950,55.26,1786.97,1842.23,1
22246,Oct-08,2008,10,950,55.26,1786.97,1842.23,1
35583,Aug-09,2009,8,950,56.1,1813.76,1869.86,1
18587,Dec-09,2009,12,950,56.1,1813.76,1869.86,1
12489,Jan-10,2010,1,950,56.94,1840.96,1897.91,1
17716,Sep-10,2010,9,950,56.94,1840.96,1897.91,1
19890,Nov-10,2010,11,950,56.94,1840.96,1897.91,1
14842,Jan-11,2011,1,950,57.79,1868.58,1926.37,1
14231,Feb-11,2011,2,950,57.79,1868.58,1926.37,1
39205,Sep-11,2011,9,950,57.79,1868.58,1926.37,1
35962,Dec-11,2011,12,950,57.79,1868.58,1926.37,1
10768,Apr-08,2008,4,1900,110.53,3573.92,3684.45,2
33749,Mar-10,2010,3,1900,113.89,3681.92,3795.81,2
30373,Oct-10,2010,10,1900,113.89,3681.92,3795.81,2
28196,Jul-11,2011,7,1900,115.58,3737.16,3852.74,2
31541,Oct-11,2011,10,1900,115.58,3737.16,3852.74,2
24208,Mar-07,2007,3,2850,163.36,5281.65,5445,3
38953,Oct-07,2007,10,2850,163.36,5281.65,5445,3
12511,Aug-08,2008,8,2850,165.79,5360.89,5526.68,3
41177,Mar-09,2009,3,2850,168.29,5441.29,5609.57,3
28901,Oct-09,2009,10,2850,168.29,5441.29,5609.57,3
10948,Mar-11,2011,3,2850,173.38,5605.74,5779.11,3
11271,Apr-07,2007,4,3800,217.8,7042.21,7260,4
40169,Aug-07,2007,8,3800,217.8,7042.21,7260,4
30900,Sep-07,2007,9,3800,217.8,7042.21,7260,4
22111,Sep-09,2009,9,3800,224.38,7255.05,7479.43,4
38321,Apr-10,2010,4,3800,227.75,7363.87,7591.62,4
43041,Aug-10,2010,8,3800,227.75,7363.87,7591.62,4
15136,Aug-11,2011,8,3800,231.17,7474.31,7705.48,4
32104,Jul-08,2008,7,4750,276.32,8934.82,9211.14,5
18069,Jul-09,2009,7,4750,280.48,9068.81,9349.29,5
15817,Jun-10,2010,6,4750,284.7,9204.82,9489.53,5
13329,Jul-10,2010,7,4750,284.7,9204.82,9489.53,5
10970,Apr-11,2011,4,4750,288.96,9342.89,9631.85,5
24223,May-07,2007,5,5700,326.7,10563.31,10890.01,6
41305,Jul-07,2007,7,5700,326.7,10563.31,10890.01,6
30369,May-08,2008,5,5700,331.6,10721.76,11053.36,6
45163,Jun-08,2008,6,6650,386.86,12508.73,12895.59,7
18639,Apr-09,2009,4,6650,392.67,12696.34,13089,7
29054,May-09,2009,5,7600,448.76,14510.1,14958.86,8
22002,May-10,2010,5,7600,455.51,14727.73,15183.24,8
13846,May-11,2011,5,7600,462.33,14948.63,15410.96,8
26154,Jun-09,2009,6,9500,560.95,18137.62,18698.58,10
47329,Jun-07,2007,6,10450,598.96,19366.05,19965.01,11
25133,Jun-11,2011,6,10450,635.71,20554.36,21190.07,11
25268,Dec-07,2007,12,1400,98.99,3201.01,3300,1
39471,Mar-08,2008,3,1400,100.49,3249.01,3349.5,1
44200,Oct-08,2008,10,1400,100.49,3249.01,3349.5,1
33252,Jan-09,2009,1,1400,102,3297.74,3399.74,1
16704,Nov-09,2009,11,1400,102,3297.74,3399.74,1
41063,Mar-10,2010,3,1400,103.52,3347.22,3450.74,1
31532,Nov-10,2010,11,1400,103.52,3347.22,3450.74,1
33887,Mar-11,2011,3,1400,105.08,3397.42,3502.5,1
43750,Aug-11,2011,8,1400,105.08,3397.42,3502.5,1
35506,Oct-07,2007,10,2800,197.99,6402.02,6600,2
22631,Feb-08,2008,2,2800,200.98,6498.02,6699,2
44369,Feb-09,2009,2,2800,203.98,6595.49,6799.47,2
13767,Mar-09,2009,3,2800,203.99,6595.48,6799.47,2
39613,May-09,2009,5,2800,203.98,6595.49,6799.47,2
20425,Feb-10,2010,2,2800,207.04,6694.45,6901.49,2
45619,Feb-11,2011,2,2800,210.16,6794.84,7005,2
16488,Oct-11,2011,10,2800,210.15,6794.86,7005,2
20391,Mar-07,2007,3,4200,297,9603.01,9900.01,3
12943,Aug-07,2007,8,4200,297,9603.01,9900.01,3
31437,Sep-07,2007,9,4200,296.98,9603.02,9900.01,3
30656,Jun-08,2008,6,4200,301.45,9747.04,10048.5,3
41808,Jul-08,2008,7,4200,301.45,9747.04,10048.5,3
39319,Aug-08,2008,8,4200,301.45,9747.04,10048.5,3
25279,Sep-08,2008,9,4200,301.47,9747.03,10048.5,3
25259,Jul-09,2009,7,4200,305.98,9893.23,10199.21,3
33532,Aug-09,2009,8,4200,305.98,9893.23,10199.21,3
38630,Sep-09,2009,9,4200,305.99,9893.22,10199.21,3
20491,Apr-11,2011,4,4200,315.23,10192.28,10507.51,3
43529,Sep-11,2011,9,4200,315.23,10192.28,10507.51,3
41668,May-07,2007,5,5600,395.99,12804.02,13200.01,4
37564,Jul-10,2010,7,5600,414.09,13388.88,13802.97,4
16709,Sep-10,2010,9,5600,414.09,13388.88,13802.97,4
47243,Apr-07,2007,4,7000,495,16005.01,16500.01,5
35446,Jun-07,2007,6,7000,495,16005.01,16500.01,5
26225,Jul-07,2007,7,7000,494.99,16005.02,16500.01,5
44819,Apr-09,2009,4,7000,509.97,16488.71,16998.69,5
23792,Jun-09,2009,6,7000,509.97,16488.71,16998.69,5
36318,Aug-10,2010,8,7000,517.61,16736.11,17253.71,5
31354,Jul-11,2011,7,7000,525.39,16987.12,17512.51,5
26040,May-08,2008,5,9800,703.4,22743.1,23446.5,7
30137,Jun-11,2011,6,9800,735.53,23781.99,24517.52,7
20643,Apr-08,2008,4,11200,803.89,25992.11,26796,8
17330,Apr-10,2010,4,11200,828.18,26777.76,27605.94,8
38415,May-11,2011,5,11200,840.61,27179.41,28020.02,8
22156,May-10,2010,5,12600,931.7,30124.99,31056.69,9
48476,Jun-10,2010,6,16800,1242.27,40166.65,41408.91,12
21063,Jan-07,2007,1,1400,98.99,3201.01,3300,1
37507,Feb-07,2007,2,1400,98.99,3201.01,3300,1
15444,Jul-07,2007,7,1400,98.99,3201.01,3300,1
38394,Jan-08,2008,1,1400,100.49,3249.01,3349.5,1
14355,Mar-08,2008,3,1400,100.49,3249.01,3349.5,1
37796,Nov-08,2008,11,1400,100.49,3249.01,3349.5,1
41882,Jan-09,2009,1,1400,102,3297.74,3399.74,1
32797,Feb-09,2009,2,1400,102,3297.74,3399.74,1
32566,Mar-09,2009,3,1400,102,3297.74,3399.74,1
35227,Dec-09,2009,12,1400,102,3297.74,3399.74,1
17151,Jan-10,2010,1,1400,103.52,3347.22,3450.74,1
14891,May-10,2010,5,1400,103.52,3347.22,3450.74,1
10446,Nov-10,2010,11,1400,103.52,3347.22,3450.74,1
46512,Feb-11,2011,2,1400,105.08,3397.42,3502.5,1
10487,Sep-11,2011,9,1400,105.08,3397.42,3502.5,1
19210,Nov-11,2011,11,1400,105.08,3397.42,3502.5,1
37452,Dec-11,2011,12,1400,105.08,3397.42,3502.5,1
43867,Jul-08,2008,7,2800,200.97,6498.03,6699,2
14148,Sep-09,2009,9,2800,203.98,6595.49,6799.47,2
23477,Oct-09,2009,10,2800,203.98,6595.49,6799.47,2
24933,Mar-10,2010,3,2800,207.04,6694.45,6901.49,2
16573,Aug-10,2010,8,2800,207.05,6694.43,6901.49,2
46520,Sep-10,2010,9,2800,207.05,6694.43,6901.49,2
21028,Oct-10,2010,10,2800,207.04,6694.45,6901.49,2
48088,Mar-11,2011,3,2800,210.16,6794.84,7005,2
30789,Oct-11,2011,10,2800,210.15,6794.86,7005,2
35752,Mar-07,2007,3,4200,297,9603.01,9900.01,3
25072,Sep-07,2007,9,4200,296.98,9603.02,9900.01,3
31043,Oct-07,2007,10,4200,297,9603.01,9900.01,3
36343,Aug-08,2008,8,4200,301.45,9747.04,10048.5,3
37799,Sep-08,2008,9,4200,301.47,9747.03,10048.5,3
22225,Apr-09,2009,4,4200,305.98,9893.23,10199.21,3
47757,May-09,2009,5,4200,305.98,9893.23,10199.21,3
29604,Aug-09,2009,8,4200,305.99,9893.22,10199.21,3
17662,Jul-10,2010,7,4200,310.57,10041.66,10352.23,3
25628,Apr-08,2008,4,5600,401.94,12996.05,13398,4
32458,Jun-08,2008,6,5600,401.94,12996.05,13398,4
37908,Jul-09,2009,7,5600,407.96,13190.99,13598.95,4
19402,Jun-11,2011,6,5600,420.3,13589.71,14010.01,4
31409,Aug-11,2011,8,5600,420.3,13589.71,14010.01,4
36402,Aug-07,2007,8,7000,495,16005.01,16500.01,5
19230,Jun-10,2010,6,7000,517.61,16736.11,17253.71,5
47786,Jul-11,2011,7,7000,525.39,16987.12,17512.51,5
31362,May-07,2007,5,8400,594,19206.02,19800.01,6
28313,Apr-10,2010,4,8400,621.14,20083.32,20704.46,6
14378,May-11,2011,5,8400,630.46,20384.56,21015.01,6
49667,Apr-07,2007,4,9800,693,22407.01,23100.02,7
41583,Apr-11,2011,4,9800,735.53,23781.99,24517.52,7
25384,May-08,2008,5,14000,1004.84,32490.16,33495,10
43764,Jun-07,2007,6,18200,1287,41613.03,42900.03,13
38287,Jun-09,2009,6,18200,1325.9,42870.69,44196.59,13
20600,Jan-07,2007,1,1400,98.99,3201.01,3300,1
34044,Oct-07,2007,10,1400,98.99,3201.01,3300,1
42275,Nov-07,2007,11,1400,98.99,3201.01,3300,1
26505,Jan-08,2008,1,1400,100.49,3249.01,3349.5,1
39469,Nov-08,2008,11,1400,100.49,3249.01,3349.5,1
44904,Dec-08,2008,12,1400,100.49,3249.01,3349.5,1
27713,Sep-09,2009,9,1400,102,3297.74,3399.74,1
19008,Mar-10,2010,3,1400,103.52,3347.22,3450.74,1
18828,Nov-10,2010,11,1400,103.52,3347.22,3450.74,1
40547,Jan-11,2011,1,1400,105.08,3397.42,3502.5,1
16519,Nov-11,2011,11,1400,105.08,3397.42,3502.5,1
24051,Mar-07,2007,3,2800,198,6402,6600,2
39048,Dec-07,2007,12,2800,197.99,6402.02,6600,2
10425,Jan-09,2009,1,2800,203.98,6595.49,6799.47,2
38555,Nov-09,2009,11,2800,203.99,6595.48,6799.47,2
35209,Dec-09,2009,12,2800,203.99,6595.48,6799.47,2
28092,Jan-10,2010,1,2800,207.04,6694.45,6901.49,2
22522,Dec-10,2010,12,2800,207.04,6694.45,6901.49,2
42773,Mar-11,2011,3,2800,210.15,6794.86,7005,2
33101,Feb-07,2007,2,4200,297,9603.01,9900.01,3
39701,Aug-07,2007,8,4200,297,9603.01,9900.01,3
27358,Feb-08,2008,2,4200,301.45,9747.04,10048.5,3
42422,Mar-08,2008,3,4200,301.45,9747.04,10048.5,3
33639,Apr-08,2008,4,4200,301.45,9747.04,10048.5,3
33018,Jul-09,2009,7,4200,305.98,9893.23,10199.21,3
16708,Dec-11,2011,12,4200,315.23,10192.28,10507.51,3
40390,Feb-09,2009,2,5600,407.96,13190.99,13598.95,4
15791,Oct-09,2009,10,5600,407.96,13190.99,13598.95,4
31128,Feb-10,2010,2,5600,414.09,13388.88,13802.97,4
18289,Oct-10,2010,10,5600,414.09,13388.88,13802.97,4
33766,Feb-11,2011,2,5600,420.31,13589.7,14010.01,4
13407,Sep-11,2011,9,5600,420.31,13589.7,14010.01,4
32849,Jul-07,2007,7,7000,494.99,16005.02,16500.01,5
48975,Sep-07,2007,9,7000,495,16005.01,16500.01,5
44202,Oct-08,2008,10,7000,502.43,16245.06,16747.5,5
38064,Mar-09,2009,3,7000,509.96,16488.73,16998.69,5
42510,Sep-10,2010,9,7000,517.62,16736.09,17253.71,5
22308,Jul-08,2008,7,8400,602.91,19494.09,20097,6
27049,Aug-08,2008,8,8400,602.91,19494.09,20097,6
49553,Jun-11,2011,6,8400,630.44,20384.57,21015.01,6
22096,Jul-11,2011,7,8400,630.46,20384.56,21015.01,6
21480,Oct-11,2011,10,8400,630.44,20384.57,21015.01,6
13833,Jun-10,2010,6,9800,724.66,23430.54,24155.2,7
17104,Jul-10,2010,7,9800,724.66,23430.54,24155.2,7
22172,Apr-09,2009,4,11200,815.94,26381.96,27197.9,8
12350,Aug-09,2009,8,11200,815.95,26381.95,27197.9,8
48058,May-10,2010,5,11200,828.18,26777.76,27605.94,8
14661,Aug-10,2010,8,12600,931.7,30124.99,31056.69,9
21170,Aug-11,2011,8,12600,945.67,30576.85,31522.52,9
16902,Sep-08,2008,9,14000,1004.85,32490.14,33495,10
20581,Apr-11,2011,4,18200,1365.97,44166.56,45532.53,13
40986,May-07,2007,5,19600,1386.01,44814.02,46200.03,14
49797,Jun-07,2007,6,21000,1485,48015.03,49500.03,15
48866,Apr-07,2007,4,22400,1584,51216.04,52800.04,16
38756,Apr-10,2010,4,22400,1656.36,53555.53,55211.89,16
32229,May-08,2008,5,23800,1708.24,55233.25,56941.49,17
23233,May-09,2009,5,23800,1733.86,56061.68,57795.54,17
21191,Jun-09,2009,6,26600,1937.84,62657.17,64595.01,19
39859,May-11,2011,5,29400,2206.58,71345.97,73552.55,21
40739,Jun-08,2008,6,30800,2210.67,71478.32,73688.99,22
44384,Mar-10,2010,3,2500,138.03,4462.96,4600.99,1
31863,Apr-10,2010,4,2500,138.03,4462.96,4600.99,1
41514,Aug-10,2010,8,2500,138.03,4462.96,4600.99,1
36800,Sep-10,2010,9,2500,138.03,4462.96,4600.99,1
19949,Nov-10,2010,11,2500,138.03,4462.96,4600.99,1
36556,Dec-10,2010,12,2500,138.03,4462.96,4600.99,1
49724,Feb-11,2011,2,2500,140.1,4529.9,4670,1
32425,Mar-11,2011,3,2500,140.1,4529.9,4670,1
17975,Feb-10,2010,2,5000,276.06,8925.92,9201.98,2
22754,May-10,2010,5,5000,276.06,8925.92,9201.98,2
15909,Oct-10,2010,10,5000,276.06,8925.92,9201.98,2
28066,Apr-11,2011,4,5000,280.21,9059.79,9340,2
36442,Oct-11,2011,10,5000,280.21,9059.79,9340,2
24821,Jun-11,2011,6,7500,420.3,13589.7,14010,3
31192,Jul-11,2011,7,7500,420.31,13589.69,14010,3
37873,Aug-11,2011,8,10000,560.4,18119.59,18679.99,4
44725,Sep-11,2011,9,10000,560.4,18119.59,18679.99,4
32282,Jul-10,2010,7,12500,690.15,22314.8,23004.95,5
17214,May-11,2011,5,25000,1401.01,45298.98,46699.99,10
37901,Jun-10,2010,6,30000,1656.36,53555.53,55211.89,12
20640,Mar-07,2007,3,37.5,2.48,80.02,82.5,1
17811,May-07,2007,5,37.5,2.48,80.02,82.5,1
42630,Jul-08,2008,7,37.5,2.52,81.22,83.74,1
42867,Aug-08,2008,8,37.5,2.52,81.22,83.74,1
17461,Sep-08,2008,9,37.5,2.52,81.22,83.74,1
47966,Oct-08,2008,10,37.5,2.52,81.22,83.74,1
45364,Feb-09,2009,2,37.5,2.54,82.45,84.99,1
45692,Jul-09,2009,7,37.5,2.54,82.45,84.99,1
49798,Aug-09,2009,8,37.5,2.54,82.45,84.99,1
39592,Sep-09,2009,9,37.5,2.54,82.45,84.99,1
11856,Apr-10,2010,4,37.5,2.59,83.68,86.27,1
29508,Sep-10,2010,9,37.5,2.59,83.68,86.27,1
48276,Feb-11,2011,2,37.5,2.63,84.94,87.56,1
25724,Mar-11,2011,3,37.5,2.63,84.94,87.56,1
15868,May-11,2011,5,37.5,2.63,84.94,87.56,1
15207,Jun-11,2011,6,37.5,2.63,84.94,87.56,1
29411,Jul-11,2011,7,37.5,2.63,84.94,87.56,1
45432,Aug-11,2011,8,37.5,2.63,84.94,87.56,1
16737,Oct-11,2011,10,37.5,2.63,84.94,87.56,1
24632,Apr-07,2007,4,75,4.96,160.04,165,2
34066,Aug-07,2007,8,75,4.96,160.04,165,2
46392,Sep-07,2007,9,75,4.96,160.04,165,2
10354,Jun-09,2009,6,75,5.1,164.88,169.98,2
28184,Jul-10,2010,7,75,5.17,167.37,172.54,2
42841,Aug-10,2010,8,75,5.17,167.37,172.54,2
28775,Jul-07,2007,7,112.5,7.43,240.07,247.5,3
29810,Jun-08,2008,6,112.5,7.54,243.68,251.22,3
47456,Apr-09,2009,4,112.5,7.65,247.33,254.97,3
39091,May-10,2010,5,112.5,7.77,251.04,258.81,3
11564,Jun-10,2010,6,112.5,7.76,251.05,258.81,3
23306,Apr-11,2011,4,112.5,7.88,254.81,262.69,3
12867,May-09,2009,5,150,10.19,329.77,339.96,4
24442,Jun-07,2007,6,187.5,12.37,400.13,412.5,5
37907,May-08,2008,5,187.5,12.56,406.13,418.69,5
39714,Aug-07,2007,8,20,1.32,42.68,44,1
14060,Feb-08,2008,2,40,2.68,86.65,89.33,2
40561,Mar-08,2008,3,40,2.68,86.65,89.33,2
44622,Dec-09,2009,12,40,2.72,87.93,90.65,2
31197,Nov-10,2010,11,40,2.76,89.26,92.02,2
24009,Jun-07,2007,6,60,3.96,128.05,132.01,3
29754,Feb-10,2010,2,60,4.15,133.88,138.03,3
43129,Dec-10,2010,12,60,4.15,133.88,138.03,3
32785,Jan-07,2007,1,80,5.28,170.74,176.01,4
40804,Mar-07,2007,3,80,5.28,170.74,176.01,4
20978,Apr-07,2007,4,80,5.28,170.74,176.01,4
20782,Jan-08,2008,1,80,5.37,173.28,178.65,4
39802,Aug-08,2008,8,80,5.36,173.29,178.65,4
20638,Feb-09,2009,2,80,5.44,175.85,181.29,4
22359,May-09,2009,5,80,5.44,175.85,181.29,4
27037,Jul-09,2009,7,80,5.44,175.85,181.29,4
19572,Jan-10,2010,1,80,5.53,178.51,184.04,4
31464,Jul-10,2010,7,80,5.53,178.51,184.04,4
19904,Mar-11,2011,3,80,5.6,181.19,186.79,4
14831,Jul-07,2007,7,100,6.6,213.42,220.02,5
36250,Sep-08,2008,9,100,6.71,216.61,223.32,5
21010,Jan-09,2009,1,100,6.8,219.82,226.62,5
25915,Jun-09,2009,6,100,6.8,219.82,226.62,5
43600,Oct-09,2009,10,100,6.8,219.82,226.62,5
42655,Mar-10,2010,3,100,6.91,223.14,230.05,5
35122,Jun-10,2010,6,100,6.92,223.13,230.05,5
16969,Feb-11,2011,2,100,7,226.48,233.48,5
35547,Apr-11,2011,4,100,7,226.48,233.48,5
10048,May-11,2011,5,100,7,226.48,233.48,5
25615,Nov-07,2007,11,120,7.92,256.1,264.02,6
30031,May-10,2010,5,120,8.29,267.76,276.06,6
47192,Aug-10,2010,8,120,8.28,267.78,276.06,6
20527,Sep-10,2010,9,120,8.29,267.76,276.06,6
26051,Oct-10,2010,10,120,8.31,267.75,276.06,6
35426,Jun-11,2011,6,120,8.4,271.78,280.18,6
45146,Dec-07,2007,12,140,9.24,298.79,308.03,7
32975,May-08,2008,5,140,9.39,303.26,312.64,7
14677,Nov-08,2008,11,140,9.39,303.26,312.64,7
15253,Nov-09,2009,11,140,9.52,307.74,317.26,7
36614,Apr-10,2010,4,140,9.67,312.4,322.07,7
41322,Jan-11,2011,1,140,9.8,317.07,326.88,7
17357,Jul-11,2011,7,140,9.8,317.07,326.88,7
20727,Feb-07,2007,2,160,10.56,341.47,352.03,8
13067,Oct-07,2007,10,160,10.56,341.47,352.03,8
31734,Oct-08,2008,10,160,10.73,346.58,357.31,8
28817,Dec-08,2008,12,160,10.72,346.59,357.31,8
33617,Apr-09,2009,4,160,10.88,351.71,362.59,8
44053,Sep-09,2009,9,160,10.88,351.71,362.59,8
28202,Aug-11,2011,8,160,11.2,362.37,373.57,8
40138,Sep-11,2011,9,160,11.2,362.37,373.57,8
42356,Oct-11,2011,10,160,11.2,362.37,373.57,8
36701,Nov-11,2011,11,160,11.2,362.37,373.57,8
31775,May-07,2007,5,180,11.88,384.16,396.03,9
