book,release,chapter,page,chapter_number,section_number,institution_id,class_id,student_id,media_id,dt_started,dt_last_event,access_count,proportion_video,proportion_time,review_flag
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,1f7e8296-55e8-47aa-b58f-09044a03de3a,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,1f7e8296-55e8-47aa-b58f-09044a03de3a,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,37b90d75-7b3d-41ac-8a7d-0cac72981a05,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,37b90d75-7b3d-41ac-8a7d-0cac72981a05,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,37b90d75-7b3d-41ac-8a7d-0cac72981a05,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,437e3420-079b-4e80-91e1-332fca34535a,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,4dcb8d10-39f5-4ef7-af81-70fea2b1f4aa,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,4dcb8d10-39f5-4ef7-af81-70fea2b1f4aa,379319558,2023-02-05T08:00:36Z,2023-02-05T08:04:53Z,1,0.3152042734598,0.3152042734598,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,4dcb8d10-39f5-4ef7-af81-70fea2b1f4aa,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,60f51346-9058-4834-b375-c08f3dc4ba9c,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,60f51346-9058-4834-b375-c08f3dc4ba9c,379150092,2023-02-07T01:44:12Z,2023-02-07T01:49:03Z,1,0.99985434464725,0.99985434464725,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,60f51346-9058-4834-b375-c08f3dc4ba9c,379319558,2023-02-07T01:49:59Z,2023-02-07T01:52:12Z,2,0.485616633711941,0.971233267423882,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,75e3073c-c40d-4139-980f-4aa5204dd152,381974697,2023-02-04T05:34:00Z,2023-02-04T05:34:03Z,1,0.00499625546232128,0.00499625546232128,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,75e3073c-c40d-4139-980f-4aa5204dd152,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,75e3073c-c40d-4139-980f-4aa5204dd152,379150092,2023-02-05T00:46:10Z,2023-02-05T01:55:08Z,2,0.99985434464725,1.01078649899362,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,8160e46d-c8a2-491f-9512-2640cb2e6962,381974697,2023-01-30T22:24:10Z,2023-01-30T22:35:55Z,1,0.999920680362206,0.999920680362206,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,8160e46d-c8a2-491f-9512-2640cb2e6962,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,8160e46d-c8a2-491f-9512-2640cb2e6962,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,93b0f6db-34e2-4a05-9f9c-98128cfbabf7,381974697,2023-02-04T22:38:56Z,2023-02-04T22:47:58Z,1,0.999920680362206,0.999920680362206,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,93b0f6db-34e2-4a05-9f9c-98128cfbabf7,379150092,2023-02-06T07:28:46Z,2023-02-06T07:37:12Z,1,0.99985434464725,0.99985434464725,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,93b0f6db-34e2-4a05-9f9c-98128cfbabf7,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,9db6897b-d8ed-490e-a59a-5f18879f5914,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,9db6897b-d8ed-490e-a59a-5f18879f5914,379319558,2023-02-02T00:20:20Z,2023-02-02T00:25:40Z,1,0.999841419630114,0.999841419630114,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,9db6897b-d8ed-490e-a59a-5f18879f5914,379150092,2023-02-02T00:12:56Z,2023-02-02T00:17:11Z,1,0.8767041098247,0.8767041098247,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,aacc0a3b-3d7e-40ae-aefe-2591222b075f,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,aacc0a3b-3d7e-40ae-aefe-2591222b075f,379150092,2023-02-05T07:49:31Z,2023-02-05T07:54:22Z,1,0.99985434464725,0.99985434464725,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,aacc0a3b-3d7e-40ae-aefe-2591222b075f,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ae0ff1fd-4958-4cef-b57b-9d7bb5fb0998,381974697,2023-01-31T22:51:18Z,2023-01-31T23:01:16Z,1,0.999920680362206,0.999920680362206,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ae0ff1fd-4958-4cef-b57b-9d7bb5fb0998,379319558,2023-02-01T21:28:55Z,2023-02-01T21:37:43Z,1,0.999841419630114,0.999841419630114,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ae0ff1fd-4958-4cef-b57b-9d7bb5fb0998,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bd2e778f-8a57-4247-bbfd-76f2231fee5c,381974697,2023-02-01T22:02:42Z,2023-02-01T22:02:44Z,1,0.00281453470891292,0.00281453470891292,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bd2e778f-8a57-4247-bbfd-76f2231fee5c,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bd2e778f-8a57-4247-bbfd-76f2231fee5c,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ceb5e408-d782-4b6d-bbd9-b04b88f5de67,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ceb5e408-d782-4b6d-bbd9-b04b88f5de67,379150092,2023-02-08T22:04:36Z,2023-02-08T22:09:26Z,1,0.99985434464725,0.99985434464725,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ceb5e408-d782-4b6d-bbd9-b04b88f5de67,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,d9bca1fc-1403-469f-b043-9d944500a6e7,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,d9bca1fc-1403-469f-b043-9d944500a6e7,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,d9bca1fc-1403-469f-b043-9d944500a6e7,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ecaf8630-e511-44ec-ac2f-f55530c7e260,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ecaf8630-e511-44ec-ac2f-f55530c7e260,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,ecaf8630-e511-44ec-ac2f-f55530c7e260,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,379060892,2023-01-18T23:02:05Z,2023-01-18T23:05:16Z,1,0.999777682083384,0.999777682083384,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,379319375,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,01bd8559-8276-4299-9ee4-248c4b4af2a9,379319375,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,01bd8559-8276-4299-9ee4-248c4b4af2a9,379060892,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,01bd8559-8276-4299-9ee4-248c4b4af2a9,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,01bd8559-8276-4299-9ee4-248c4b4af2a9,379150092,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,01bd8559-8276-4299-9ee4-248c4b4af2a9,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,02b7468a-2c49-474d-8c6b-3188904fd85e,379060892,2023-01-21T21:14:18Z,2023-01-21T21:17:30Z,1,0.999777682083384,0.999777682083384,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,02b7468a-2c49-474d-8c6b-3188904fd85e,379319375,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.4 Exploring the Mean,5,4,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,02b7468a-2c49-474d-8c6b-3188904fd85e,381974697,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,02b7468a-2c49-474d-8c6b-3188904fd85e,379319558,NA,NA,NA,NA,NA,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 5 - A Simple Model,5.9 DATA = MODEL + ERROR: Notation,5,9,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,02b7468a-2c49-474d-8c6b-3188904fd85e,379150092,2023-01-25T23:34:41Z,2023-01-25T23:39:20Z,1,0.957720803729636,0.957720803729636,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,0556b794-cd80-4af6-8cfa-8055462c215a,379060892,2023-01-21T23:11:07Z,2023-01-21T23:13:28Z,1,0.737120616948761,0.737120616948761,FALSE
College / Statistics and Data Science (ABC),v5.0-exp1,Chapter 4 - Explaining Variation,4.2 Explaining One Variable with Another,4,2,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,0556b794-cd80-4af6-8cfa-8055462c215a,379319375,2023-01-21T23:21:04Z,2023-01-21T23:23:05Z,1,0.931242857695731,0.931242857695731,FALSE
