student_id,class_id,chapter_number,book,EOC,n_possible,n_correct,n_attempt
00a53a52-aa0e-4ddc-afa8-2c50c21dfd03,65246c1e-a176-4760-acb5-a320a9b7b2fe,2,College / Statistics and Data Science (ABC),0.4207650273224044,183,77,1394
00a53a52-aa0e-4ddc-afa8-2c50c21dfd03,65246c1e-a176-4760-acb5-a320a9b7b2fe,3,College / Statistics and Data Science (ABC),0.6065573770491803,122,74,208
00a53a52-aa0e-4ddc-afa8-2c50c21dfd03,65246c1e-a176-4760-acb5-a320a9b7b2fe,4,College / Statistics and Data Science (ABC),0.4740740740740741,136,64,304
00a53a52-aa0e-4ddc-afa8-2c50c21dfd03,65246c1e-a176-4760-acb5-a320a9b7b2fe,5,College / Statistics and Data Science (ABC),0.6666666666666666,30,20,54
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,1,College / Statistics and Data Science (ABC),0.972972972972973,37,36,38
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,2,College / Statistics and Data Science (ABC),0.9058823529411765,85,77,116
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,3,College / Statistics and Data Science (ABC),0.8415841584158416,101,85,138
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,4,College / Statistics and Data Science (ABC),0.9099099099099099,112,101,175
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,5,College / Statistics and Data Science (ABC),0.9,60,54,84
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,6,College / Statistics and Data Science (ABC),0.83,100,83,129
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,7,College / Statistics and Data Science (ABC),0.803030303030303,66,53,78
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,8,College / Statistics and Data Science (ABC),0.8181818181818182,77,63,98
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,9,College / Statistics and Data Science (ABC),0.81,100,81,123
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,10,College / Statistics and Data Science (ABC),0.9354838709677419,62,58,72
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,11,College / Statistics and Data Science (ABC),0.6904761904761905,84,58,112
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,12,College / Statistics and Data Science (ABC),0.7894736842105263,76,60,90
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,51711479-441b-4c02-aef7-517aca63a53f,13,College / Statistics and Data Science (ABC),0.8148148148148148,27,22,37
016e2fcf-0cc2-42ad-844d-e1057b5081cc,84444a0e-2905-46a8-bc93-5f566c0c1916,1,College / Advanced Statistics and Data Science (ABCD),0.8545454545454545,55,47,84
016e2fcf-0cc2-42ad-844d-e1057b5081cc,84444a0e-2905-46a8-bc93-5f566c0c1916,2,College / Advanced Statistics and Data Science (ABCD),0.7727272727272727,66,51,125
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,1,College / Statistics and Data Science (ABC),0.9210526315789473,38,35,39
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,2,College / Statistics and Data Science (ABC),0.57,100,57,157
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,3,College / Statistics and Data Science (ABC),0.7184466019417476,103,74,141
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,4,College / Statistics and Data Science (ABC),0.5391304347826087,116,62,183
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,5,College / Statistics and Data Science (ABC),0.6885245901639344,61,42,85
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,6,College / Statistics and Data Science (ABC),0.6132075471698113,106,65,146
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,7,College / Statistics and Data Science (ABC),0.6119402985074627,67,41,78
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,8,College / Statistics and Data Science (ABC),0.6438356164383562,73,47,88
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,9,College / Statistics and Data Science (ABC),0.6237623762376238,101,63,123
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,10,College / Statistics and Data Science (ABC),0.6612903225806451,62,41,70
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11,College / Statistics and Data Science (ABC),0.5526315789473685,76,42,88
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,12,College / Statistics and Data Science (ABC),0.5128205128205128,78,40,94
01805fac-7187-40e3-8a7e-1dda3c6c87f2,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,13,College / Statistics and Data Science (ABC),0.48148148148148145,27,13,38
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,1,College / Advanced Statistics and Data Science (ABCD),0.975609756097561,41,40,48
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,2,College / Advanced Statistics and Data Science (ABCD),0.8314606741573034,89,74,139
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,3,College / Advanced Statistics and Data Science (ABCD),0.8,105,84,146
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,4,College / Advanced Statistics and Data Science (ABCD),0.6549295774647887,143,93,290
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,5,College / Advanced Statistics and Data Science (ABCD),0.859375,64,55,100
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,6,College / Advanced Statistics and Data Science (ABCD),0.6829268292682927,123,84,247
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,7,College / Advanced Statistics and Data Science (ABCD),0.7777777777777778,63,49,71
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,8,College / Advanced Statistics and Data Science (ABCD),0.7037037037037037,81,57,131
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,9,College / Advanced Statistics and Data Science (ABCD),0.8,100,80,127
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,10,College / Advanced Statistics and Data Science (ABCD),0.45714285714285713,105,48,570
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,11,College / Advanced Statistics and Data Science (ABCD),0.5795454545454546,88,51,124
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,12,College / Advanced Statistics and Data Science (ABCD),0.7108433734939759,83,59,107
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,1,College / Statistics and Data Science (ABC),0.8222222222222222,45,37,57
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,2,College / Statistics and Data Science (ABC),0.8,90,72,132
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,3,College / Statistics and Data Science (ABC),0.7431192660550459,109,81,159
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,4,College / Statistics and Data Science (ABC),0.7288135593220338,119,86,208
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,5,College / Statistics and Data Science (ABC),0.7936507936507936,63,50,91
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,6,College / Statistics and Data Science (ABC),0.7211538461538461,104,75,139
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,7,College / Statistics and Data Science (ABC),0.4090909090909091,66,27,76
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,8,College / Statistics and Data Science (ABC),0.4155844155844156,77,32,95
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,9,College / Statistics and Data Science (ABC),0.3786407766990291,103,39,134
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,10,College / Statistics and Data Science (ABC),0.2698412698412698,63,17,78
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,11,College / Statistics and Data Science (ABC),0.20238095238095238,84,17,108
01bd8559-8276-4299-9ee4-248c4b4af2a9,074123e7-cd90-4500-86fe-286aaa733bf5,12,College / Statistics and Data Science (ABC),0.3037974683544304,79,24,97
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,1,College / Statistics and Data Science (ABC),0.6666666666666666,48,32,82
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,2,College / Statistics and Data Science (ABC),0.5471698113207547,106,58,206
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,3,College / Statistics and Data Science (ABC),0.5630252100840336,119,67,202
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,4,College / Statistics and Data Science (ABC),0.6052631578947368,115,69,183
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,5,College / Statistics and Data Science (ABC),0.5645161290322581,62,35,88
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,6,College / Statistics and Data Science (ABC),0.5612244897959183,98,55,124
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,7,College / Statistics and Data Science (ABC),0.6031746031746031,63,38,69
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,8,College / Statistics and Data Science (ABC),0.4305555555555556,72,31,84
01c9c228-e4ef-4864-a99d-98c3aa0cd946,98119d92-8cc6-416a-972c-630351726223,9,College / Statistics and Data Science (ABC),0.5,98,49,120
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,1,College / Statistics and Data Science (ABC),0.6133333333333333,75,46,198
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,2,College / Statistics and Data Science (ABC),0.7380952380952381,84,62,122
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,3,College / Statistics and Data Science (ABC),0.5045045045045045,111,56,187
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,4,College / Statistics and Data Science (ABC),0.5384615384615384,14,7,19
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,5,College / Statistics and Data Science (ABC),0.3684210526315789,19,7,19
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,6,College / Statistics and Data Science (ABC),0.48936170212765956,47,23,49
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,7,College / Statistics and Data Science (ABC),0.575,40,23,41
0214e114-d21a-4d46-b6a2-45db4612be5a,bcae937d-c95f-436c-ac0f-d4a5e995de19,8,College / Statistics and Data Science (ABC),0.4074074074074074,27,11,38
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,1,College / Statistics and Data Science (ABC),0.576271186440678,59,34,111
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,2,College / Statistics and Data Science (ABC),0.4857142857142857,105,51,209
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,3,College / Statistics and Data Science (ABC),0.22033898305084745,118,26,188
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,4,College / Statistics and Data Science (ABC),0.2702702702702703,112,30,175
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,5,College / Statistics and Data Science (ABC),0.234375,64,15,93
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,6,College / Statistics and Data Science (ABC),0.24509803921568626,102,25,133
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,7,College / Statistics and Data Science (ABC),0.4153846153846154,65,27,75
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,8,College / Statistics and Data Science (ABC),0.2894736842105263,76,22,92
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,9,College / Statistics and Data Science (ABC),0.3431372549019608,102,35,129
0261c9c1-483f-4733-85a0-ed19228d176a,7a987176-7e55-45b5-a715-7f56c59d5f49,10,College / Statistics and Data Science (ABC),0.2,10,2,11
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,1,College / Statistics and Data Science (ABC),0.9473684210526315,38,36,40
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,2,College / Statistics and Data Science (ABC),0.8735632183908046,87,76,126
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,3,College / Statistics and Data Science (ABC),0.7254901960784313,102,74,140
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,4,College / Statistics and Data Science (ABC),0.7280701754385965,115,83,183
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,5,College / Statistics and Data Science (ABC),0.6153846153846154,26,16,37
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,6,College / Statistics and Data Science (ABC),0.7142857142857143,98,70,124
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,7,College / Statistics and Data Science (ABC),0.7213114754098361,61,44,64
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,8,College / Statistics and Data Science (ABC),0.5974025974025974,77,46,100
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,10,College / Statistics and Data Science (ABC),0.6153846153846154,65,40,78
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,c7008a64-b43c-4eb4-bebf-07b08b9894ad,11,College / Statistics and Data Science (ABC),0.5,34,17,43
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,1,College / Statistics and Data Science (ABC),0.9782608695652174,46,45,56
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,2,College / Statistics and Data Science (ABC),0.875,80,70,109
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,3,College / Statistics and Data Science (ABC),0.9278350515463918,97,90,124
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,4,College / Statistics and Data Science (ABC),0.8518518518518519,109,92,171
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,5,College / Statistics and Data Science (ABC),0.9180327868852459,61,56,86
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,6,College / Statistics and Data Science (ABC),0.8673469387755102,98,85,124
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,7,College / Statistics and Data Science (ABC),0.7741935483870968,62,48,66
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,8,College / Statistics and Data Science (ABC),0.8194444444444444,72,59,84
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,9,College / Statistics and Data Science (ABC),0.9183673469387755,98,90,122
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,10,College / Statistics and Data Science (ABC),0.8852459016393442,61,54,71
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,11,College / Statistics and Data Science (ABC),0.7808219178082192,73,57,83
02b7468a-2c49-474d-8c6b-3188904fd85e,074123e7-cd90-4500-86fe-286aaa733bf5,12,College / Statistics and Data Science (ABC),0.7866666666666666,75,59,88
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,1,College / Statistics and Data Science (ABC),0.8148148148148148,27,22,31
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,3,College / Statistics and Data Science (ABC),1,5,5,5
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,5,College / Statistics and Data Science (ABC),0.42857142857142855,14,6,14
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,6,College / Statistics and Data Science (ABC),0.5865384615384616,104,61,143
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,7,College / Statistics and Data Science (ABC),0.515625,64,33,71
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,8,College / Statistics and Data Science (ABC),0.5769230769230769,78,45,98
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,9,College / Statistics and Data Science (ABC),0.45714285714285713,70,32,91
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,10,College / Statistics and Data Science (ABC),0.3333333333333333,30,10,37
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,11,College / Statistics and Data Science (ABC),0.5833333333333334,12,7,14
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,bc650f4f-11f0-439a-a90a-47726724c811,12,College / Statistics and Data Science (ABC),0.3125,16,5,16
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,1,College / Statistics and Data Science (ABC),0.35714285714285715,14,5,15
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,2,College / Statistics and Data Science (ABC),0.5185185185185185,54,28,80
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,3,College / Statistics and Data Science (ABC),0.4444444444444444,27,12,37
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,4,College / Statistics and Data Science (ABC),0.4482758620689655,88,39,145
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,5,College / Statistics and Data Science (ABC),0.4,35,14,51
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,6,College / Statistics and Data Science (ABC),0.3695652173913043,46,17,65
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,7,College / Statistics and Data Science (ABC),0.5,42,21,45
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,8,College / Statistics and Data Science (ABC),0.4166666666666667,36,15,46
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,9,College / Statistics and Data Science (ABC),0.43137254901960786,51,22,64
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,10,College / Statistics and Data Science (ABC),0.4222222222222222,45,19,51
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,11,College / Statistics and Data Science (ABC),0,6,0,7
02f0e278-71bf-4b08-aa39-9998e981cd20,79662249-02f6-48d8-aa99-1e1c0aeea77d,12,College / Statistics and Data Science (ABC),0.3114754098360656,61,19,71
0346e6a3-d123-4e14-a86d-fbcefeb6eb86,34036ef8-17eb-4e96-b97e-8ec8054a290f,1,College / Advanced Statistics and Data Science (ABCD),0.9024390243902439,41,37,46
0346e6a3-d123-4e14-a86d-fbcefeb6eb86,34036ef8-17eb-4e96-b97e-8ec8054a290f,2,College / Advanced Statistics and Data Science (ABCD),0.8536585365853658,82,70,115
0346e6a3-d123-4e14-a86d-fbcefeb6eb86,34036ef8-17eb-4e96-b97e-8ec8054a290f,3,College / Advanced Statistics and Data Science (ABCD),0.7761194029850746,67,52,78
0346e6a3-d123-4e14-a86d-fbcefeb6eb86,34036ef8-17eb-4e96-b97e-8ec8054a290f,4,College / Advanced Statistics and Data Science (ABCD),0.7875,81,63,97
0346e6a3-d123-4e14-a86d-fbcefeb6eb86,34036ef8-17eb-4e96-b97e-8ec8054a290f,6,College / Advanced Statistics and Data Science (ABCD),0.6666666666666666,63,42,71
